Place,Player,Age,Tm,Pos,Votes,Vote%,1st,2nd,3rd,4th,5th,G,A,PTS,PLUSMINUS,OPS,DPS,GPS,PS
1,Larry Robinson,28,MTL,D,239,46.41,,,,,,14,61,75,38,5.5,5.9,0,11.4
2,Borje Salming,28,TOR,D,117,22.72,,,,,,19,52,71,3,5.5,3.5,0,9
3,Jim Schoenfeld,27,BUF,D,85,16.5,,,,,,9,27,36,60,1.9,7.7,0,9.7
4,Ray Bourque,19,BOS,D,51,9.9,,,,,,17,48,65,52,4.7,7.1,0,11.8
5,Mark Howe,24,HAR,D,23,4.47,,,,,,24,56,80,14,6.5,3.6,0,10.1
