Place,Player,Age,Tm,Pos,Votes,Vote%,1st,2nd,3rd,4th,5th,G,A,PTS,PLUSMINUS,OPS,DPS,GPS,PS
1,Paul Coffey,24,EDM,D,280,93.33,53,5,0,,,48,90,138,61,11,5.1,0,16.1
2,Mark Howe,30,PHI,D,172,57.33,7,44,5,,,24,58,82,87,5.7,8.8,0,14.5
3,Larry Robinson,34,MTL,D,43,14.33,0,4,31,,,19,63,82,25,5.5,5.8,0,11.3
4,Ray Bourque,25,BOS,D,25,8.33,0,3,16,,,19,58,77,17,5.1,5,0,10.1
5,Rod Langway,28,WSH,D,19,6.33,0,4,7,,,1,17,18,27,-0.1,5.5,0,5.4
6,Dave Babych,24,TOT,D,1,0.33,0,0,1,,,14,55,69,1,4.1,4.1,0,8.2
