Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
537,Bobby Smith,28,MTL,C,80,28,47,75,6,72,5.9,17,11,0,7,31,15,1,197,14.2,,,,,,,
137,Marcel Dionne*,35,LAK,C,67,24,50,74,-9,54,5.1,15,9,0,2,28,22,0,224,10.7,,,,,,,
353,Paul MacLean,28,WIN,RW,72,32,42,74,12,75,6.5,22,10,0,6,34,8,0,155,20.6,,,,,,,
509,Tomas Sandstrom,22,NYR,RW,64,40,34,74,6,60,6.9,27,13,0,5,21,13,0,241,16.6,,,,,,,
534,Petri Skriko,24,VAN,LW,76,33,41,74,-4,44,6.2,17,10,6,4,31,9,1,224,14.7,,,,,,,
7,Glenn Anderson*,26,EDM,RW,80,35,38,73,27,65,6.2,27,7,1,5,32,6,0,189,18.5,,,,,,,
12,Dave Andreychuk*,23,BUF,RW,77,25,48,73,-1,44,5.2,12,13,0,2,31,17,0,254,9.8,,,,,,,
110,Russ Courtnall,21,TOR,C,79,29,44,73,-20,90,5.4,20,3,6,3,24,17,3,282,10.3,,,,,,,
192,Mike Gartner*,27,WSH,RW,78,41,32,73,2,61,6.6,29,5,7,10,19,12,1,317,12.9,,,,,,,
166,Bernie Federko*,30,STL,C,64,20,52,72,-27,32,4.6,11,9,0,3,27,25,0,130,15.4,,,,,,,
188,Gerard Gallant,23,DET,LW,80,38,34,72,-4,216,6.2,21,17,0,4,23,11,0,191,19.9,,,,,,,
418,Cam Neely*,21,BOS,RW,75,36,36,72,22,143,6.7,29,7,0,3,26,10,0,206,17.5,,,,,,,
619,Peter Zezel,21,PHI,C,71,33,39,72,23,71,6.5,25,6,2,7,28,9,2,181,18.2,,,,,,,
411,Troy Murray,24,CHI,C,77,28,43,71,16,59,5.5,22,4,2,3,32,10,1,128,21.9,,,,,,,
472,Dan Quinn,21,PIT,C,64,28,43,71,13,40,6,15,10,3,4,33,9,1,157,17.8,,,,,,,
560,Patrik Sundstrom,25,VAN,C,72,29,42,71,11,40,6.2,16,12,1,0,30,12,0,141,20.6,,,,,,,
301,Pat LaFontaine*,21,NYI,C,80,38,32,70,-9,70,5.8,18,19,1,6,20,12,0,219,17.4,,,,,,,
462,Dave Poulin,28,PHI,C,75,25,45,70,47,53,6.3,21,1,3,5,32,5,8,155,16.1,,,,,,,
485,Mike Ridley,23,TOT,C,78,31,39,70,-11,40,5.2,21,10,0,4,14,5,0,149,20.8,,,,,,,
256,Mark Hunter,24,STL,RW,74,36,33,69,-22,167,5.5,24,12,0,4,17,16,0,178,20.2,,,,,,,
529,Charlie Simmer,32,BOS,LW,80,29,40,69,20,59,5.7,18,11,0,4,30,10,0,138,21,,,,,,,
394,Rick Middleton,33,BOS,RW,76,31,37,68,6,6,5.5,23,4,4,3,22,13,2,141,22,,,,,,,
481,Paul Reinhart,27,CGY,D,76,15,53,68,5,22,8.2,8,7,0,2,31,22,0,119,12.6,,,,,,,
101,Paul Coffey*,25,EDM,D,59,17,50,67,13,49,7.6,5,10,2,3,27,22,1,165,10.3,,,,,,,
247,Phil Housley*,22,BUF,D,78,21,46,67,1,57,8.7,12,8,1,2,30,16,0,200,10.5,,,,,,,
352,John MacLean,22,NJD,RW,80,31,36,67,-23,120,4.6,22,9,0,4,23,13,0,197,15.7,,,,,,,
431,John Ogrodnick,27,TOT,LW,71,23,44,67,-13,10,4.7,13,9,1,2,8,8,0,246,9.3,,,,,,,
469,Brian Propp,27,PHI,LW,53,31,36,67,35,45,6.8,18,8,5,5,19,14,3,208,14.9,,,,,,,
65,Mike Bullard,25,TOT,C,71,30,36,66,7,51,5.4,16,14,0,3,20,6,0,180,16.7,,,,,,,
594,Rick Vaive,27,TOR,RW,73,32,34,66,11,61,6.1,23,8,1,6,26,8,0,213,15,,,,,,,
502,Christian Ruuttu,22,BUF,C,76,22,43,65,10,62,4.7,18,3,1,1,31,11,1,168,13.1,,,,,,,
281,Kelly Kisio,27,NYR,C,70,24,40,64,-6,73,4.5,18,4,2,1,28,11,1,136,17.6,,,,,,,
439,Greg Paslawski,25,STL,RW,76,29,35,64,1,27,5.2,23,5,1,7,28,7,0,204,14.2,,,,,,,
311,Pierre Larouche,31,NYR,RW,73,28,35,63,-9,12,4.6,20,8,0,3,24,11,0,193,14.5,,,,,,,
335,Doug Lidster,26,VAN,D,80,12,51,63,-32,40,6.5,9,3,0,0,18,30,3,176,6.8,,,,,,,
354,Brian MacLellan,28,MNS,LW,76,32,31,63,-10,69,4.8,19,13,0,5,17,14,0,146,21.9,,,,,,,
425,Kent Nilsson,30,TOT,RW,61,18,45,63,11,16,4.7,7,11,0,1,10,2,0,114,15.8,,,,,,,
562,Brent Sutter,24,NYI,C,69,27,36,63,23,73,5.6,18,6,3,8,25,10,1,177,15.3,,,,,,,
550,Anton Stastny,27,QUE,RW,77,27,35,62,4,8,5,21,6,0,5,24,11,0,178,15.2,,,,,,,
575,Dave Taylor,31,LAK,RW,67,18,44,62,0,84,4.1,8,9,1,3,28,15,1,115,15.7,,,,,,,
580,Steve Thomas,23,TOR,LW,78,35,27,62,0,114,5.6,32,3,0,7,23,4,0,245,14.3,,,,,,,
179,Jim Fox,26,LAK,RW,76,19,42,61,-9,48,3.6,15,4,0,2,29,12,1,162,11.7,,,,,,,
231,Craig Hartsburg,27,MNS,D,73,11,50,61,-2,93,7,7,4,0,1,17,33,0,189,5.8,,,,,,,
464,Wayne Presley,21,CHI,RW,80,32,29,61,-16,114,4.1,25,7,0,4,20,9,0,167,19.2,,,,,,,
554,Scott Stevens*,22,WSH,D,77,10,51,61,15,283,8.7,8,2,0,0,31,19,1,163,6.1,,,,,,,
99,Wendel Clark,20,TOR,LW,80,37,23,60,-24,271,4.9,22,15,0,1,16,7,0,246,15,,,,,,,
163,Dean Evason,22,HAR,C,80,22,37,59,4,67,4.2,13,7,2,2,30,5,2,123,17.9,,,,,,,
171,Ray Ferraro,22,HAR,C,80,27,32,59,-9,42,4.2,13,14,0,2,15,17,0,96,28.1,,,,,,,
176,Mike Foligno,28,BUF,RW,75,30,29,59,13,176,5,18,11,1,5,18,10,1,185,16.2,,,,,,,
375,Tom McCarthy,26,BOS,LW,68,30,29,59,9,31,5.1,23,7,0,6,11,18,0,121,24.8,,,,,,,
517,Al Secord,28,CHI,LW,77,29,30,59,-17,196,3.7,24,5,0,3,26,4,0,177,16.4,,,,,,,
598,Pat Verbeek,22,NJD,RW,74,35,24,59,-23,120,4.5,18,17,0,5,17,7,0,144,24.3,,,,,,,
248,Mark Howe*,31,PHI,D,69,15,43,58,57,37,10.5,9,2,4,0,21,19,3,150,10,,,,,,,
596,Darren Veitch,26,DET,D,77,13,45,58,13,52,9,5,7,1,2,26,19,0,164,7.9,,,,,,,
358,Mikko Makela,21,NYI,LW,80,24,33,57,2,24,4.1,13,11,0,3,24,9,0,142,16.9,,,,,,,
361,Don Maloney,28,NYR,LW,72,19,38,57,7,117,3.9,13,3,3,0,34,3,1,128,14.8,,,,,,,
608,Carey Wilson,24,CGY,C,80,20,36,56,0,42,3.4,16,3,1,2,30,5,1,140,14.3,,,,,,,
153,Pelle Eklund,23,PHI,C,72,14,41,55,-1,2,3.1,9,5,0,0,23,18,0,127,11,,,,,,,
442,James Patrick,23,NYR,D,78,10,45,55,13,62,7.3,5,5,0,0,26,15,4,145,6.9,,,,,,,
65,Mike Bullard,25,CGY,C,57,28,26,54,8,34,4.7,18,10,0,3,20,6,0,138,20.3,,,,,,,
207,Dirk Graham,27,MNS,RW,76,25,29,54,-5,142,3.8,14,6,5,2,21,8,0,197,12.7,,,,,,,
317,Paul Lawless,22,HAR,LW,60,22,32,54,26,14,5,18,4,0,2,29,3,0,161,13.7,,,,,,,
27,Brian Bellows,22,MNS,RW,65,26,27,53,-12,34,3.9,17,8,1,2,11,15,1,200,13,,,,,,,
57,Neal Broten,27,MNS,C,46,18,35,53,12,33,4.5,12,5,1,4,19,16,0,112,16.1,,,,,,,
118,Randy Cunneyworth,25,PIT,LW,79,26,27,53,15,144,4.2,21,3,2,5,23,2,2,171,15.2,,,,,,,
283,Petr Klima,22,DET,LW,77,30,23,53,-8,42,4.2,24,6,0,5,15,8,0,210,14.3,,,,,,,
328,Claude Lemieux,21,MTL,RW,76,27,26,53,1,156,4.2,22,5,0,2,19,7,0,184,14.7,,,,,,,
558,Doug Sulliman,27,NJD,RW,78,27,26,53,-17,14,3.5,22,4,1,4,20,5,1,148,18.2,,,,,,,
117,Keith Crowder,28,BOS,RW,58,22,30,52,19,106,4.5,18,4,0,5,26,4,0,114,19.3,,,,,,,
144,Gaetan Duchesne,24,WSH,LW,74,17,35,52,18,53,3.8,16,0,1,4,33,0,2,108,15.7,,,,,,,
314,Craig Laughlin,29,WSH,RW,80,22,30,52,-5,67,3.4,11,11,0,5,21,9,0,109,20.2,,,,,,,
324,Gary Leeman,22,TOR,RW,80,21,31,52,-25,66,3,14,4,3,2,13,15,3,196,10.7,,,,,,,
173,Pat Flatley,23,NYI,RW,63,16,35,51,17,81,3.9,10,6,0,4,26,7,2,113,14.2,,,,,,,
269,Mark Johnson,29,NJD,LW,68,25,26,51,-21,22,3.3,12,11,2,0,6,19,1,193,13,,,,,,,
293,Mike Krushelnyski,26,EDM,LW,80,16,35,51,24,67,3,11,4,1,2,31,2,2,88,18.2,,,,,,,
382,Tony McKegney,28,TOT,LW,75,31,20,51,5,72,4.2,22,7,2,6,14,3,0,181,17.1,,,,,,,
404,Brian Mullen,24,WIN,LW,69,19,32,51,-4,20,3.4,12,7,0,4,24,8,0,185,10.3,,,,,,,
433,Ed Olczyk,20,CHI,C,79,16,35,51,-3,119,2.6,13,2,1,2,29,6,0,181,8.8,,,,,,,
500,Terry Ruskowski,32,PIT,LW,70,14,37,51,8,145,3.2,9,5,0,2,20,17,0,71,19.7,,,,,,,
531,Craig Simpson,19,PIT,RW,72,26,25,51,8,57,4,19,7,0,3,21,4,0,133,19.5,,,,,,,
585,John Tonelli,29,CGY,LW,78,20,31,51,-2,72,3.1,10,10,0,3,24,7,0,152,13.2,,,,,,,
591,John Tucker,22,BUF,C,54,17,34,51,-4,21,3.5,13,4,0,0,22,12,0,104,16.3,,,,,,,
93,Dave Christian,27,WSH,C,76,23,27,50,-6,8,3.4,18,5,0,2,15,11,1,150,15.3,,,,,,,
158,Bryan Erickson,26,LAK,RW,68,20,30,50,-12,26,3,12,6,2,4,17,13,0,142,14.1,,,,,,,
182,Curt Fraser,29,CHI,LW,75,25,25,50,7,182,3.5,22,3,0,2,23,2,0,182,13.7,,,,,,,
204,Bobby Gould,29,WSH,RW,78,23,27,50,21,74,4.1,21,1,1,2,27,0,0,157,14.6,,,,,,,
275,Steve Kasper,25,BOS,C,79,20,30,50,-6,51,3,14,4,2,2,25,2,3,110,18.2,,,,,,,
436,Joel Otto,25,CGY,C,68,19,31,50,5,185,3.4,14,5,0,1,19,12,0,127,15,,,,,,,
449,Jim Peplinski,26,CGY,LW,80,18,32,50,15,181,3.3,16,0,2,3,31,0,1,144,12.5,,,,,,,
490,Larry Robinson*,35,MTL,D,70,13,37,50,24,44,9,7,6,0,3,19,18,0,122,10.7,,,,,,,
552,Thomas Steen,26,WIN,C,75,17,33,50,8,59,3.4,11,3,3,1,22,10,1,143,11.9,,,,,,,
28,Brian Benning,20,STL,D,78,13,36,49,0,110,7.5,6,7,0,2,19,16,1,144,9,,,,,,,
39,Doug Bodger,20,PIT,D,76,11,38,49,4,52,6.9,6,5,0,1,21,16,1,176,6.3,,,,,,,
112,Murray Craven,22,PHI,LW,77,19,30,49,1,38,2.9,11,5,3,2,19,11,0,100,19,,,,,,,
169,Tom Fergus,24,TOR,C,57,21,28,49,4,57,4.1,18,2,1,2,20,8,0,119,17.6,,,,,,,
337,Ken Linseman,28,BOS,C,64,15,34,49,15,126,3.5,12,3,0,3,30,4,0,94,16,,,,,,,
584,Rick Tocchet,22,PHI,RW,69,21,28,49,17,288,3.7,19,1,1,5,26,2,0,147,14.3,,,,,,,
225,Gilles Hamel,26,WIN,LW,79,27,21,48,4,24,3.8,25,1,1,4,20,0,1,175,15.4,,,,,,,
561,Gary Suter,22,CGY,D,68,9,39,48,-10,70,5.3,5,4,0,0,18,21,0,152,5.9,,,,,,,
609,Doug Wilson,29,CHI,D,69,16,32,48,15,36,6.9,8,7,1,1,19,13,0,247,6.5,,,,,,,
2,Greg Adams,23,NJD,C,72,20,27,47,-16,19,2.7,14,6,0,1,17,10,0,140,14.3,,,,,,,
66,Shawn Burr,20,DET,C,80,22,25,47,3,107,3.4,19,1,2,1,23,2,0,153,14.4,,,,,,,
430,Adam Oates*,24,DET,C,76,15,32,47,-1,21,2.8,11,4,0,1,24,7,1,138,10.9,,,,,,,
435,Mark Osborne,25,TOT,RW,74,22,25,47,-15,113,2.8,16,6,0,2,7,3,0,160,13.8,,,,,,,
124,Vincent Damphousse,19,TOR,C,80,21,25,46,-8,24,3,17,4,0,1,25,0,0,142,14.8,,,,,,,
370,Dennis Maruk,31,MNS,C,67,16,30,46,4,52,3,12,4,0,0,22,7,1,144,11.1,,,,,,,
382,Tony McKegney,28,NYR,LW,64,29,17,46,3,56,3.9,20,7,2,6,14,3,0,166,17.5,,,,,,,
425,Kent Nilsson,30,MNS,C,44,13,33,46,1,12,3.3,5,8,0,1,25,8,0,89,14.6,,,,,,,
601,Ryan Walter,28,MTL,LW,76,23,23,46,-4,34,3.2,12,11,0,3,19,4,0,117,19.7,,,,,,,
1,Keith Acton,28,MNS,C,78,16,29,45,-15,56,2.1,14,1,1,3,23,5,1,126,12.7,,,,,,,
73,Guy Carbonneau*,26,MTL,C,79,18,27,45,9,68,3.1,18,0,0,2,24,1,2,121,14.9,,,,,,,
203,Gaston Gingras,27,MTL,D,66,11,34,45,-2,21,6.8,4,7,0,2,14,20,0,174,6.3,,,,,,,
3,Greg Adams,26,WSH,LW,66,14,30,44,7,184,2.9,12,2,0,0,24,6,0,92,15.2,,,,,,,
15,Brent Ashton,26,QUE,LW,46,25,19,44,-12,17,3.7,11,12,2,1,10,8,1,98,25.5,,,,,,,
85,Gino Cavallini,24,STL,LW,80,18,26,44,5,54,2.9,14,4,0,2,23,3,0,159,11.3,,,,,,,
89,Chris Chelios*,25,MTL,D,71,11,33,44,-5,124,6.8,5,6,0,2,16,17,0,141,7.8,,,,,,,
154,Dave Ellett,22,WIN,D,78,13,31,44,19,53,8.1,8,5,0,2,22,9,0,159,8.2,,,,,,,
318,Brian Lawton,21,MNS,LW,66,21,23,44,20,86,3.7,19,2,0,2,21,2,0,125,16.8,,,,,,,
341,Hakan Loob,26,CGY,RW,68,18,26,44,-13,26,2.4,11,7,0,1,18,8,0,129,14,,,,,,,
366,Mario Marois,29,WIN,D,79,4,40,44,0,106,6.4,3,1,0,0,26,14,0,193,2.1,,,,,,,
410,Bob Murray,32,CHI,D,79,6,38,44,-11,80,4.7,2,4,0,1,18,20,0,177,3.4,,,,,,,
53,Mel Bridgman,31,TOT,C,64,10,33,43,-7,99,2.1,6,1,3,2,2,0,0,86,11.6,,,,,,,
206,Thomas Gradin,30,BOS,C,64,12,31,43,5,18,2.5,7,2,3,3,25,4,2,87,13.8,,,,,,,
455,Michal Pivonka,21,WSH,C,73,18,25,43,-19,39,2.2,14,4,0,2,13,12,0,117,15.4,,,,,,,
536,Doug Smail,29,WIN,LW,78,25,18,43,20,36,3.7,23,0,2,4,17,1,0,131,19.1,,,,,,,
545,Stan Smyl,29,VAN,RW,66,20,23,43,-20,84,2.7,13,5,2,2,13,10,0,120,16.7,,,,,,,
77,Randy Carlyle,30,WIN,D,71,16,26,42,-8,93,6.4,11,5,0,4,16,10,0,172,9.3,,,,,,,
398,Kelly Miller,23,TOT,LW,77,16,26,42,6,48,2.5,10,5,1,1,10,2,0,108,14.8,,,,,,,
460,Denis Potvin*,33,NYI,D,58,12,30,42,-6,70,5.7,4,8,0,1,14,16,0,147,8.2,,,,,,,
566,Rich Sutter,23,VAN,RW,74,20,22,42,-17,113,2.5,17,3,0,2,18,3,1,166,12,,,,,,,
16,Dave Babych,25,HAR,D,66,8,33,41,-17,44,4.9,1,7,0,1,14,19,0,157,5.1,,,,,,,
41,Laurie Boschman,26,WIN,C,80,17,24,41,-18,152,1.9,15,1,1,2,20,4,0,161,10.6,,,,,,,
193,Stew Gavin,26,HAR,RW,79,20,21,41,9,28,2.9,15,3,2,4,16,4,1,162,12.3,,,,,,,
234,Alan Haworth,26,WSH,C,50,25,16,41,3,43,3.8,16,9,0,2,13,3,0,143,17.5,,,,,,,
612,Ron Wilson,31,MNS,D,65,12,29,41,-8,36,5,6,6,0,2,13,16,0,138,8.7,,,,,,,
115,Adam Creighton,21,BUF,C,56,18,22,40,5,26,3,12,6,0,3,15,7,0,109,16.5,,,,,,,
116,Doug Crossman,26,PHI,D,78,9,31,40,18,29,6.8,2,7,0,1,21,10,0,122,7.4,,,,,,,
212,Ron Greschner,32,NYR,D,60,6,34,40,-7,62,4.4,4,1,1,1,17,17,0,109,5.5,,,,,,,
339,Claude Loiselle,23,NJD,LW,75,16,24,40,-7,137,2,13,2,1,3,21,2,1,145,11,,,,,,,
355,Jamie Macoun,25,CGY,D,79,7,33,40,32,111,7.2,6,1,0,0,26,6,1,137,5.1,,,,,,,
363,Moe Mantha,26,PIT,D,62,9,31,40,-5,44,5.2,1,8,0,0,11,20,0,167,5.4,,,,,,,
431,John Ogrodnick,27,DET,LW,39,12,28,40,-5,6,2.8,7,4,1,1,17,11,0,118,10.2,,,,,,,
540,Doug Smith,23,BUF,C,62,16,24,40,-19,106,2,9,7,0,2,7,17,0,158,10.1,,,,,,,
53,Mel Bridgman,31,NJD,LW,51,8,31,39,-8,80,2,6,1,1,1,25,6,0,73,11,,,,,,,
146,Ron Duguay,29,TOT,C,74,14,25,39,-17,39,1.5,10,3,1,0,6,6,0,121,11.6,,,,,,,
201,Paul Gillis,23,QUE,C,76,13,26,39,-4,267,2,13,0,0,3,25,0,1,118,11,,,,,,,
254,Dale Hunter,26,QUE,C,46,10,29,39,5,135,2.7,10,0,0,0,24,4,1,53,18.9,,,,,,,
260,Peter Ihnacak,29,TOR,C,58,12,27,39,4,16,2.6,8,4,0,1,21,5,1,98,12.2,,,,,,,
356,Craig MacTavish,28,EDM,C,79,20,19,39,9,55,2.1,15,1,4,2,14,1,4,139,14.4,,,,,,,
377,Brad McCrimmon,27,PHI,D,71,10,29,39,45,52,8.1,5,3,2,4,16,11,2,110,9.1,,,,,,,
386,Mike McPhee,26,MTL,LW,79,18,21,39,6,58,2.5,16,0,2,2,19,1,1,150,12,,,,,,,
389,Rick Meagher,33,STL,C,80,18,21,39,-6,54,2.2,14,2,2,1,19,2,0,170,10.6,,,,,,,
475,Rob Ramage,28,STL,D,59,11,28,39,-16,108,5,5,6,0,3,12,15,1,161,6.8,,,,,,,
476,Mike Ramsey,26,BUF,D,80,8,31,39,0,109,5.7,5,2,1,0,21,10,0,156,5.1,,,,,,,
482,Stephane Richer,20,MTL,RW,57,20,19,39,11,80,3.3,16,4,0,3,14,5,0,109,18.3,,,,,,,
528,Risto Siltanen,28,QUE,D,66,10,29,39,-2,32,6.2,2,8,0,1,7,22,0,129,7.8,,,,,,,
145,Steve Duchesne,21,LAK,D,75,13,25,38,9,74,5.7,8,5,0,2,16,8,1,113,11.5,,,,,,,
323,Grant Ledyard,25,LAK,D,67,14,23,37,-39,93,2.9,9,5,0,1,7,15,1,144,9.7,,,,,,,
342,Kevin Lowe,27,EDM,D,77,8,29,37,42,94,6.5,4,2,2,1,26,1,2,97,8.2,,,,,,,
437,Wilf Paiement,31,BUF,RW,56,20,17,37,3,108,2.8,18,2,0,3,14,3,0,117,17.1,,,,,,,
55,Bob Brooke,26,TOT,C,80,13,23,36,-9,98,1.3,11,1,1,0,12,4,2,138,9.4,,,,,,,
87,John Chabot,24,PIT,C,72,14,22,36,-6,8,1.7,14,0,0,1,20,1,1,90,15.6,,,,,,,
104,Alain Cote,29,QUE,RW,80,12,24,36,-3,38,1.7,10,0,2,1,23,0,1,131,9.2,,,,,,,
109,Geoff Courtnall,24,BOS,LW,65,13,23,36,-4,117,1.8,11,2,0,1,16,7,0,178,7.3,,,,,,,
312,Reed Larson,30,BOS,D,66,12,24,36,12,95,6.2,3,9,0,1,12,12,0,209,5.7,,,,,,,
419,Ray Neufeld,27,WIN,RW,80,18,18,36,-13,105,1.7,13,5,0,2,17,1,0,134,13.4,,,,,,,
432,Fredrik Olausson,20,WIN,D,72,7,29,36,-4,26,5.6,6,1,0,2,17,11,1,119,5.9,,,,,,,
485,Mike Ridley,23,NYR,C,38,16,20,36,-10,20,2.6,12,4,0,1,12,8,0,81,19.8,,,,,,,
508,Jim Sandlak,20,VAN,RW,78,15,21,36,-6,66,1.9,13,2,0,3,16,5,0,114,13.2,,,,,,,
573,Steve Tambellini,28,VAN,C,72,16,20,36,-22,14,1.6,7,9,0,0,4,16,0,162,9.9,,,,,,,
592,Sylvain Turgeon,22,HAR,LW,41,23,13,36,-3,45,3.3,17,6,0,4,5,8,0,137,16.8,,,,,,,
604,Jay Wells,27,LAK,D,77,7,29,36,-22,155,3.5,1,6,0,2,12,17,0,115,6.1,,,,,,,
50,Steve Bozek,26,CGY,LW,71,17,18,35,4,22,2,13,2,2,4,17,1,0,137,12.4,,,,,,,
174,Ron Flockhart,26,STL,LW,60,16,19,35,-8,12,2.2,14,2,0,2,18,1,0,103,15.5,,,,,,,
347,Morris Lukowich,30,LAK,LW,60,14,21,35,-1,64,1.9,10,4,0,2,9,12,0,105,13.3,,,,,,,
143,Bruce Driver,24,NJD,D,74,6,28,34,-25,36,3.2,6,0,0,0,15,12,1,134,4.5,,,,,,,
160,Bob Errey,22,PIT,LW,72,16,18,34,-4,46,1.7,13,2,1,1,16,2,0,138,11.6,,,,,,,
485,Mike Ridley,23,WSH,C,40,15,19,34,-1,20,2.6,9,6,0,3,14,5,0,68,22.1,,,,,,,
607,Tiger Williams,32,LAK,LW,76,16,18,34,-2,358,1.6,15,1,0,3,16,2,0,118,13.6,,,,,,,
383,Sean McKenna,24,LAK,RW,69,14,19,33,11,10,1.9,13,0,1,0,18,0,1,102,13.7,,,,,,,
506,Ulf Samuelsson,22,HAR,D,78,2,31,33,29,162,6.8,2,0,0,0,24,7,0,104,1.9,,,,,,,
19,Dave Barr,26,TOT,RW,69,15,17,32,7,68,2.1,10,4,1,5,0,0,0,83,18.1,,,,,,,
152,Mike Eagles,23,QUE,LW,73,13,19,32,-13,55,1.3,11,0,2,2,19,0,0,95,13.7,,,,,,,
373,Andrew McBain,22,WIN,RW,71,11,21,32,8,106,1.7,9,1,1,0,18,2,1,85,12.9,,,,,,,
390,Scott Mellanby,20,PHI,RW,71,11,21,32,7,94,1.4,10,1,0,0,17,3,1,118,9.3,,,,,,,
435,Mark Osborne,25,NYR,LW,58,17,15,32,-14,101,1.7,12,5,0,2,10,5,0,129,13.2,,,,,,,
532,Ilkka Sinisalo,28,PHI,LW,42,10,22,32,14,8,2.2,6,3,1,1,12,8,2,80,12.5,,,,,,,
