Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
323,Dmitri Khristich,22,WSH,LW,80,36,37,73,24,35,7,21,14,1,7,23,14,0,188,19.1,,,,,,,
492,Owen Nolan,19,QUE,RW,75,42,31,73,-9,183,6.9,25,17,0,0,24,7,0,190,22.1,,,,,,,
226,Dave Gagner,27,MNS,C,78,31,40,71,-4,107,6.1,14,17,0,3,26,14,0,229,13.5,,,,,,,
513,James Patrick,28,NYR,D,80,14,57,71,34,54,10.6,8,6,0,1,27,28,2,148,9.5,,,,,,,
568,Cliff Ronning,26,VAN,C,80,24,47,71,18,42,5.9,18,6,0,2,30,17,0,216,11.1,,,,,,,
410,Sergei Makarov*,33,CGY,RW,68,22,48,70,14,60,5.7,16,6,0,2,29,19,0,83,26.5,,,,,,,
548,Mark Recchi*,23,PIT,RW,58,33,37,70,-16,78,5.8,16,16,1,4,19,18,0,156,21.2,,,,,,,
584,Denis Savard*,30,MTL,C,77,28,42,70,6,73,6.1,15,12,1,5,21,21,0,174,16.1,,,,,,,
643,Steve Thomas,28,NYI,RW,71,28,42,70,11,71,6,25,3,0,2,24,18,0,210,13.3,,,,,,,
6,Tony Amonte,21,NYR,RW,79,35,34,69,12,55,6.3,26,9,0,4,26,8,0,234,15,,,,,,,
88,Jimmy Carson,23,DET,C,80,34,35,69,17,30,6.3,23,11,0,3,24,11,0,150,22.7,,,,,,,
116,Paul Coffey*,30,TOT,D,64,11,58,69,1,87,7.2,6,5,0,1,30,26,2,232,4.7,,,,,,,
298,Jaromir Jagr,19,PIT,RW,70,32,37,69,12,34,6.1,28,4,0,4,32,5,0,194,16.5,,,,,,,
499,Adam Oates*,29,STL,C,54,10,59,69,-4,12,4.6,7,3,0,3,39,19,1,118,8.5,,,,,,,
557,Mike Ridley,28,WSH,C,80,29,40,69,3,38,5.5,19,5,5,3,29,9,2,123,23.6,,,,,,,
590,Brendan Shanahan*,23,STL,LW,80,33,36,69,-3,171,5.7,20,13,0,2,21,15,0,215,15.3,,,,,,,
245,Tony Granato,27,LAK,LW,80,39,29,68,4,187,6.2,30,7,2,8,19,8,2,223,17.5,,,,,,,
381,Claude Lemieux,26,NJD,RW,74,41,27,68,9,109,6.8,27,13,1,8,17,9,1,296,13.9,,,,,,,
75,Randy Burridge,26,WSH,LW,66,23,44,67,-4,50,5.1,14,9,0,3,19,23,2,131,17.6,,,,,,,
146,Ulf Dahlen,25,MNS,RW,79,36,30,66,-5,10,6.1,19,16,1,5,15,15,0,216,16.7,,,,,,,
364,Igor Larionov*,31,VAN,C,72,21,44,65,7,54,5.1,8,10,3,4,30,11,3,97,21.6,,,,,,,
505,Ed Olczyk,25,WIN,C,64,32,33,65,11,67,6.4,20,12,0,7,15,18,0,245,13.1,,,,,,,
116,Paul Coffey*,30,PIT,D,54,10,54,64,4,62,6.7,5,5,0,1,28,24,2,207,4.8,,,,,,,
556,Stephane Richer,25,NJD,RW,74,29,35,64,-1,25,5.3,23,5,1,6,24,11,0,240,12.1,,,,,,,
243,Michel Goulet*,31,CHI,LW,75,22,41,63,20,69,5.5,13,9,0,4,29,11,1,176,12.5,,,,,,,
653,Kevin Todd,23,NJD,C,80,21,42,63,8,69,4.6,19,2,0,2,31,10,1,131,16,,,,,,,
163,Kevin Dineen,28,TOT,RW,80,30,32,62,-5,153,5.1,21,6,3,5,20,11,1,225,13.3,,,,,,,
504,Fredrik Olausson,25,WIN,D,77,20,42,62,-31,34,7.8,6,13,1,2,9,33,0,227,8.8,,,,,,,
597,Ray Sheppard,25,DET,RW,74,36,26,62,7,27,5.8,24,11,1,4,20,6,0,178,20.2,,,,,,,
615,Peter Stastny*,35,NJD,C,66,24,38,62,6,42,5.1,13,10,1,3,26,12,0,142,16.9,,,,,,,
599,Craig Simpson,24,EDM,LW,79,24,37,61,8,80,4.6,18,6,0,2,27,10,0,128,18.8,,,,,,,
72,Pavel Bure*,20,VAN,RW,65,34,26,60,0,30,5.7,24,7,3,6,16,9,1,268,12.7,,,,,,,
134,Murray Craven,27,TOT,C,73,27,33,60,-2,46,5,14,9,4,1,25,6,2,152,17.8,,,,,,,
348,Jari Kurri*,31,LAK,RW,73,23,37,60,-24,24,3.8,12,10,1,3,18,19,0,167,13.8,,,,,,,
373,Stephen Leach,26,BOS,RW,78,31,29,60,-8,147,5,19,12,0,4,16,12,1,243,12.8,,,,,,,
388,Nicklas Lidstrom*,21,DET,D,80,11,49,60,36,22,9.5,6,5,0,1,22,26,1,168,6.5,,,,,,,
628,Brent Sutter,29,TOT,C,69,22,38,60,-10,36,4.5,13,8,1,3,21,17,0,206,10.7,,,,,,,
676,David Volek,25,NYI,RW,74,18,42,60,0,35,4,13,4,1,2,32,9,1,167,10.8,,,,,,,
65,Jeff Brown,25,STL,D,80,20,39,59,8,38,8.8,10,10,0,2,26,13,0,214,9.3,,,,,,,
191,Nelson Emerson,24,STL,C,79,23,36,59,-5,66,4.1,20,3,0,2,18,18,0,143,16.1,,,,,,,
200,Pat Falloon,19,SJS,RW,79,25,34,59,-32,16,4.1,20,5,0,1,20,14,0,181,13.8,,,,,,,
246,Adam Graves,23,NYR,LW,80,26,33,59,19,139,5,18,4,4,4,25,5,3,228,11.4,,,,,,,
620,Scott Stevens*,27,NJD,D,68,17,42,59,24,124,9.2,9,7,1,2,27,12,3,156,10.9,,,,,,,
652,Rick Tocchet,27,TOT,RW,61,27,32,59,15,151,5.5,18,8,1,2,24,8,0,166,16.3,,,,,,,
374,Stephan Lebeau,23,MTL,RW,77,27,31,58,18,14,5.4,14,13,0,5,21,10,0,178,15.2,,,,,,,
487,Sergei Nemchinov,28,NYR,C,73,30,28,58,19,15,5.5,28,2,0,5,21,6,1,124,24.2,,,,,,,
2,Greg Adams,28,VAN,LW,76,30,27,57,8,26,5.1,16,13,1,5,18,7,2,184,16.3,,,,,,,
7,Glenn Anderson*,31,TOR,RW,72,24,33,57,-13,100,4.4,19,5,0,4,21,12,0,188,12.8,,,,,,,
128,Geoff Courtnall,29,VAN,LW,70,23,34,57,-6,116,4.3,11,12,0,3,19,15,0,281,8.2,,,,,,,
670,Pat Verbeek,27,HAR,RW,76,22,35,57,-16,243,3.9,12,10,0,3,21,14,0,163,13.5,,,,,,,
703,Zarley Zalapski,23,HAR,D,79,20,37,57,-7,120,8.3,16,4,0,3,17,20,0,230,8.7,,,,,,,
47,Peter Bondra,23,WSH,RW,71,28,28,56,16,42,5,24,4,0,3,25,3,0,158,17.7,,,,,,,
98,Chris Chelios*,30,CHI,D,80,9,47,56,24,245,9.8,5,2,2,2,24,22,1,239,3.8,,,,,,,
163,Kevin Dineen,28,PHI,RW,64,26,30,56,1,130,4.9,18,5,3,4,19,10,1,197,13.2,,,,,,,
181,Steve Duchesne,26,PHI,D,78,18,38,56,-7,86,8,9,7,2,3,26,12,0,229,7.9,,,,,,,
303,Calle Johansson,24,WSH,D,80,14,42,56,2,49,7.6,7,5,2,2,15,26,1,119,11.8,,,,,,,
349,Tom Kurvers,29,NYI,D,74,9,47,56,-18,30,5.4,3,6,0,1,18,29,0,132,6.8,,,,,,,
490,Joe Nieuwendyk*,25,CGY,C,69,22,34,56,-1,55,4.1,15,7,0,2,22,12,0,137,16.1,,,,,,,
552,Mike Ricci,20,PHI,C,78,20,36,56,-10,93,3.7,7,11,2,0,25,10,1,149,13.4,,,,,,,
627,Gary Suter,27,CGY,D,70,12,43,55,1,128,6.5,8,4,0,0,18,25,0,189,6.3,,,,,,,
134,Murray Craven,27,HAR,C,61,24,30,54,-4,38,4.5,12,8,4,1,23,6,1,133,18,,,,,,,
222,Ron Francis*,28,PIT,C,70,21,33,54,-7,30,3.5,15,5,1,2,21,9,3,121,17.4,,,,,,,
265,Kevin Hatcher,25,WSH,D,79,17,37,54,18,105,8.6,8,8,1,2,14,19,4,246,6.9,,,,,,,
550,Robert Reichel,20,CGY,C,77,20,34,54,1,32,3.6,12,8,0,3,18,16,0,181,11,,,,,,,
124,Shayne Corson,25,MTL,LW,64,17,36,53,15,118,4.4,14,3,0,2,23,11,2,165,10.3,,,,,,,
659,Darren Turcotte,23,NYR,C,71,30,23,53,11,57,4.9,16,13,1,4,9,12,2,216,13.9,,,,,,,
456,Kelly Miller,28,WSH,LW,78,14,38,52,20,49,3.6,13,0,1,3,32,2,4,144,9.7,,,,,,,
74,Shawn Burr,25,DET,LW,79,19,32,51,26,118,3.9,17,2,0,3,29,0,3,140,13.6,,,,,,,
189,Dave Ellett,27,TOR,D,79,18,33,51,-13,95,7.6,8,9,1,4,12,20,1,225,8,,,,,,,
296,Al Iafrate,25,WSH,D,78,17,34,51,1,180,7.4,11,6,0,1,22,12,0,151,11.3,,,,,,,
299,Craig Janney,24,BOS,C,53,12,39,51,1,20,3.7,9,3,0,1,23,16,0,90,13.3,,,,,,,
190,Pat Elynuik,24,WIN,RW,60,25,25,50,-2,65,4.4,16,9,0,1,20,5,0,127,19.7,,,,,,,
234,Brent Gilchrist,24,MTL,C,79,23,27,50,29,57,4.7,21,2,0,3,23,4,0,146,15.8,,,,,,,
450,Scott Mellanby,25,EDM,RW,80,23,27,50,5,197,3.5,16,7,0,5,24,3,0,159,14.5,,,,,,,
628,Brent Sutter,29,CHI,C,61,18,32,50,-5,30,3.8,10,7,1,2,19,13,0,185,9.7,,,,,,,
239,Doug Gilmour*,28,TOR,C,40,15,34,49,13,32,4.5,9,6,0,3,24,9,1,104,14.4,,,,,,,
488,Bernie Nicholls,30,TOT,C,50,20,29,49,4,60,4.1,13,7,0,2,18,11,0,117,17.1,,,,,,,
488,Bernie Nicholls,30,EDM,C,49,20,29,49,5,60,4.1,13,7,0,2,18,11,0,115,17.4,,,,,,,
708,Peter Zezel,26,TOR,C,64,16,33,49,-22,26,3,12,4,0,1,19,14,0,125,12.8,,,,,,,
14,Donald Audette,22,BUF,RW,63,31,17,48,-1,75,4.6,26,5,0,6,14,3,0,153,20.3,,,,,,,
87,Bob Carpenter,28,BOS,LW,60,25,23,48,-3,46,4.1,18,6,1,6,16,6,1,171,14.6,,,,,,,
9,Mikael Andersson,25,HAR,RW,74,18,29,47,18,14,3.8,14,1,3,1,23,6,0,149,12.1,,,,,,,
67,Rob Brown,23,TOT,C,67,21,26,47,-15,73,3.3,5,16,0,3,12,14,0,106,19.8,,,,,,,
244,Dirk Graham,32,CHI,RW,80,17,30,47,-5,89,3.1,10,6,1,1,19,6,5,222,7.7,,,,,,,
415,Dave Manson,25,EDM,D,79,15,32,47,9,220,6.7,8,7,0,2,18,13,1,206,7.3,,,,,,,
480,Troy Murray,29,WIN,C,74,17,30,47,-13,69,3,10,5,2,1,17,12,1,156,10.9,,,,,,,
31,Brian Benning,25,TOT,D,75,4,42,46,-5,134,5.6,2,2,0,0,22,20,0,152,2.6,,,,,,,
45,Doug Bodger,25,BUF,D,73,11,35,46,1,108,6.4,7,4,0,1,7,28,0,180,6.1,,,,,,,
188,Todd Elik,25,MNS,C,62,14,32,46,0,125,3.3,7,4,3,1,26,5,1,118,11.9,,,,,,,
452,Corey Millen,27,TOT,C,57,21,25,46,2,54,3.7,12,8,1,3,13,12,0,109,19.3,,,,,,,
457,Kevin Miller,26,DET,RW,80,20,26,46,6,53,3,16,3,1,4,20,4,2,130,15.4,,,,,,,
468,Brian Mullen,29,SJS,RW,72,18,28,46,-14,66,3.1,10,5,3,1,20,7,1,168,10.7,,,,,,,
607,Bobby Smith,33,MNS,C,68,9,37,46,-24,109,2.1,6,3,0,1,19,17,1,129,7,,,,,,,
630,Ron Sutter,28,STL,C,68,19,27,46,9,91,3.5,10,5,4,1,18,7,2,106,17.9,,,,,,,
674,Claude Vilgrain,28,NJD,LW,71,19,27,46,27,74,4,17,1,1,1,26,1,0,88,21.6,,,,,,,
685,Glen Wesley,23,BOS,D,78,9,37,46,-9,54,6.3,5,4,0,1,16,21,0,211,4.3,,,,,,,
174,Mike Donnelly,28,LAK,LW,80,29,16,45,5,20,3.7,28,0,1,4,14,1,1,197,14.7,,,,,,,
275,Bobby Holik,21,HAR,LW,76,21,24,45,4,44,3.4,20,1,0,2,23,1,0,207,10.1,,,,,,,
512,Greg Paslawski,30,QUE,RW,80,28,17,45,-12,18,3.4,22,5,1,4,9,7,1,134,20.9,,,,,,,
70,Kelly Buchberger,25,EDM,LW,79,20,24,44,9,157,3,16,0,4,3,22,1,1,90,22.2,,,,,,,
102,Dave Christian,32,STL,RW,78,20,24,44,2,41,3,16,1,3,3,17,6,1,142,14.1,,,,,,,
400,Jyrki Lumme,25,VAN,D,75,12,32,44,25,65,8.3,8,3,1,1,14,17,1,106,11.3,,,,,,,
537,Bob Probert,26,DET,RW,63,20,24,44,16,276,3.7,12,8,0,1,19,5,0,96,20.8,,,,,,,
347,Bob Kudelski,27,LAK,C,80,22,21,43,-15,42,2.4,19,2,1,2,17,3,1,155,14.2,,,,,,,
463,Sergio Momesso,26,VAN,LW,58,20,23,43,16,198,3.9,18,2,0,3,16,7,0,153,13.1,,,,,,,
546,Paul Ranheim,26,CGY,LW,80,23,20,43,16,32,3.4,19,1,3,3,20,0,0,159,14.5,,,,,,,
178,Bruce Driver,29,NJD,D,78,7,35,42,5,66,6.2,3,3,1,1,18,13,4,205,3.4,,,,,,,
589,Anatoli Semenov,29,EDM,C,59,20,22,42,12,16,3.5,17,3,0,3,19,3,0,105,19,,,,,,,
90,Andrew Cassels,22,HAR,C,67,11,30,41,3,18,2.5,7,2,2,3,18,9,3,99,11.1,,,,,,,
317,Mike Keane,24,MTL,RW,67,11,30,41,16,64,3,9,2,0,2,23,6,1,116,9.5,,,,,,,
452,Corey Millen,27,LAK,C,46,20,21,41,3,44,3.6,11,8,1,3,12,9,0,89,22.5,,,,,,,
13,Brent Ashton,31,TOT,LW,68,18,22,40,-7,51,2.7,11,6,1,1,18,4,0,130,13.8,,,,,,,
115,Wendel Clark,25,TOR,LW,43,19,21,40,-14,123,3.3,12,7,0,4,13,8,0,158,12,,,,,,,
126,Sylvain Cote,26,WSH,D,78,11,29,40,7,31,6.4,5,6,0,2,14,14,1,151,7.3,,,,,,,
314,Alexei Kasatonov,32,NJD,D,76,12,28,40,14,70,6.9,7,3,2,1,15,13,0,107,11.2,,,,,,,
403,Norm Maciver,27,EDM,D,57,6,34,40,20,38,5.8,4,2,0,3,22,11,1,69,8.7,,,,,,,
521,Mark Pederson,24,PHI,LW,58,15,25,40,14,22,3.3,11,4,0,3,17,8,0,94,16,,,,,,,
582,Jim Sandlak,25,VAN,RW,66,16,24,40,22,176,3.3,13,3,0,2,21,3,0,122,13.1,,,,,,,
592,Darrin Shannon,22,TOT,LW,69,13,27,40,6,41,2.8,10,3,0,3,20,6,1,93,14,,,,,,,
697,Randy Wood,28,TOT,LW,78,22,18,40,-12,86,2.5,14,7,1,3,14,4,0,215,10.2,,,,,,,
13,Brent Ashton,31,BOS,LW,61,17,22,39,-4,47,2.8,10,6,1,1,18,4,0,124,13.7,,,,,,,
83,Guy Carbonneau*,31,MTL,C,72,18,21,39,2,39,2.8,16,1,1,4,21,0,0,120,15,,,,,,,
496,Teppo Numminen,23,WIN,D,80,5,34,39,15,32,7.7,1,4,0,1,18,15,1,143,3.5,,,,,,,
583,Tomas Sandstrom,27,LAK,RW,49,17,22,39,-2,70,3,12,5,0,4,17,5,0,147,11.6,,,,,,,
592,Darrin Shannon,22,WIN,LW,68,13,26,39,5,41,2.7,10,3,0,3,19,6,1,91,14.3,,,,,,,
68,David Bruce,27,SJS,RW,60,22,16,38,-20,46,2.9,11,10,1,1,13,3,0,137,16.1,,,,,,,
159,Eric Desjardins,22,MTL,D,77,6,32,38,17,50,7.7,2,4,0,2,23,9,0,141,4.3,,,,,,,
206,Tom Fergus,29,TOT,C,55,15,23,38,-10,21,2.5,9,6,0,3,13,10,0,103,14.6,,,,,,,
239,Doug Gilmour*,28,CGY,C,38,11,27,38,12,46,3.1,6,4,1,1,17,10,0,64,17.2,,,,,,,
280,Mike Hough,28,QUE,LW,61,16,22,38,-1,77,2.7,8,6,2,1,15,6,1,92,17.4,,,,,,,
616,Thomas Steen,31,WIN,C,38,13,25,38,5,29,3.3,3,10,0,0,18,7,0,75,17.3,,,,,,,
641,Mikhail Tatarinov,25,QUE,D,66,11,27,38,8,72,6,6,5,0,1,14,9,4,191,5.8,,,,,,,
179,John Druce,25,WSH,RW,67,19,18,37,14,39,2.9,18,1,0,3,17,1,0,129,14.7,,,,,,,
327,Kelly Kisio,32,SJS,C,48,11,26,37,-7,54,2.6,6,2,3,2,13,10,3,68,16.2,,,,,,,
342,Uwe Krupp,26,TOT,D,67,8,29,37,13,49,5.6,6,2,0,0,18,11,0,128,6.3,,,,,,,
370,Brian Lawton,26,SJS,LW,59,15,22,37,-25,42,2.1,8,7,0,1,9,12,1,131,11.5,,,,,,,
484,Petr Nedved,20,VAN,C,77,15,22,37,-3,36,2,10,5,0,1,16,6,0,99,15.2,,,,,,,
539,Dan Quinn,26,PHI,C,67,11,26,37,-13,26,1.7,5,6,0,1,16,10,0,101,10.9,,,,,,,
48,Luciano Borsato,26,WIN,RW,56,15,21,36,-6,45,2.6,10,5,0,1,13,8,0,81,18.5,,,,,,,
101,Tom Chorske,25,NJD,LW,76,19,17,36,8,32,2.5,16,0,3,2,15,0,2,143,13.3,,,,,,,
136,Adam Creighton,26,TOT,C,77,21,15,36,-5,118,2.2,17,4,0,2,12,3,0,140,15,,,,,,,
213,Pat Flatley,28,NYI,RW,38,8,28,36,14,31,2.8,3,4,1,0,24,3,1,76,10.5,,,,,,,
227,Gerard Gallant,28,DET,LW,69,14,22,36,16,187,2.4,10,4,0,1,21,1,0,116,12.1,,,,,,,
299,Craig Janney,24,STL,C,25,6,30,36,5,2,2.7,3,3,0,1,21,9,0,37,16.2,,,,,,,
697,Randy Wood,28,BUF,LW,70,20,16,36,-9,65,2.4,12,7,1,3,12,4,0,185,10.8,,,,,,,
93,Paul Cavallini,26,STL,D,66,10,25,35,7,95,5.7,6,3,1,2,14,8,3,164,6.1,,,,,,,
194,Bob Errey,27,PIT,LW,78,19,16,35,1,119,1.9,16,0,3,1,14,0,2,122,15.6,,,,,,,
342,Uwe Krupp,26,NYI,D,59,6,29,35,13,43,5.1,4,2,0,0,18,11,0,115,5.2,,,,,,,
538,Brian Propp,32,MNS,LW,51,12,23,35,-3,49,2.5,8,4,0,0,16,7,0,115,10.4,,,,,,,
61,Neal Broten,32,MNS,C,76,8,26,34,-15,16,1.2,3,4,1,1,14,11,1,119,6.7,,,,,,,
100,Steve Chiasson,24,DET,D,62,10,24,34,22,136,6.1,5,5,0,2,9,14,1,143,7,,,,,,,
164,Gilbert Dionne,21,MTL,LW,39,21,13,34,7,10,3.6,14,7,0,2,7,6,0,90,23.3,,,,,,,
206,Tom Fergus,29,VAN,C,44,14,20,34,1,17,2.6,8,6,0,3,12,8,0,79,17.7,,,,,,,
330,Petr Klima,27,EDM,RW,57,21,13,34,-18,52,2.1,16,5,0,0,6,7,0,107,19.6,,,,,,,
334,Vladimir Konstantinov,24,DET,D,79,8,26,34,25,172,6.5,7,1,0,2,23,1,2,108,7.4,,,,,,,
509,Joel Otto,30,CGY,C,78,13,21,34,-10,161,1.2,7,5,1,3,18,2,1,105,12.4,,,,,,,
361,Claude Lapointe,23,QUE,C,78,13,20,33,-8,86,1.5,11,0,2,2,18,1,1,95,13.7,,,,,,,
420,Daniel Marois,23,TOT,RW,75,17,16,33,-34,94,1.2,13,4,0,0,12,4,0,159,10.7,,,,,,,
442,Randy McKay,25,NJD,RW,80,17,16,33,6,246,1.9,15,2,0,1,13,1,2,111,15.3,,,,,,,
23,Bob Bassen,26,STL,LW,79,7,25,32,12,167,1.3,7,0,0,1,22,1,2,101,6.9,,,,,,,
31,Brian Benning,25,LAK,D,53,2,30,32,4,99,4.2,2,0,0,0,16,14,0,102,2,,,,,,,
228,Garry Galley,28,TOT,D,77,5,27,32,-2,117,5.4,2,3,0,1,18,9,0,125,4,,,,,,,
288,Kerry Huffman,24,PHI,D,60,14,18,32,1,41,5.7,10,4,0,2,10,7,1,123,11.4,,,,,,,
586,Mathieu Schneider,22,MTL,D,78,8,24,32,10,72,7,6,2,0,1,10,14,0,194,4.1,,,,,,,
683,Eric Weinrich,25,NJD,D,76,7,25,32,10,55,5.7,2,5,0,0,13,12,0,97,7.2,,,,,,,
54,Brian Bradley,27,TOR,RW,59,10,21,31,-3,48,1.8,6,4,0,3,11,10,0,78,12.8,,,,,,,
67,Rob Brown,23,HAR,C,42,16,15,31,-14,39,2.2,3,13,0,2,6,9,0,65,24.6,,,,,,,
132,Mike Craig,20,MNS,RW,67,15,16,31,-12,155,1.8,11,4,0,4,11,5,0,136,11,,,,,,,
446,Mike McPhee,31,MTL,LW,78,16,15,31,6,63,2,16,0,0,1,14,1,0,146,11,,,,,,,
493,Brian Noonan,26,CHI,RW,65,19,12,31,9,81,2.7,15,4,0,0,8,4,0,154,12.3,,,,,,,
581,Geoff Sanderson,19,HAR,C,64,13,18,31,5,18,2.1,11,2,0,1,17,1,0,98,13.3,,,,,,,
640,Tony Tanti,28,BUF,RW,70,15,16,31,-4,100,1.7,8,6,1,0,10,6,0,133,11.3,,,,,,,
705,Valeri Zelepukin,23,NJD,LW,44,13,18,31,11,28,2.6,10,3,0,3,16,2,0,94,13.8,,,,,,,
