Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
232,Mike Gartner*,34,TOT,RW,81,34,30,64,20,62,6.9,18,11,5,4,20,9,1,275,12.4,,,,,,,
548,Sandis Ozolinsh,21,SJS,D,81,26,38,64,16,24,11.2,22,4,0,3,24,13,1,157,16.6,,,,,,,
688,Martin Straka,21,PIT,C,84,30,34,64,24,24,6.2,28,2,0,6,32,2,0,130,23.1,,,,,,,
228,Dave Gagner,29,DAL,LW,76,32,29,61,13,83,6.2,22,10,0,6,20,9,0,213,15,,,,,,,
413,Trevor Linden,23,VAN,RW,84,32,29,61,6,73,6,20,10,2,3,19,10,0,234,13.7,,,,,,,
75,Jeff Brown,27,STL,D,63,13,47,60,-13,46,7.1,6,7,0,3,14,30,3,196,6.6,,,,,,,
104,Chris Chelios*,32,CHI,D,76,16,44,60,12,212,9.7,8,7,1,2,15,26,3,219,7.3,,,,,,,
387,Steve Larmer,32,NYR,RW,68,21,39,60,14,41,5.6,11,6,4,7,22,15,2,146,14.4,,,,,,,
482,Scott Mellanby,27,FLA,RW,80,30,30,60,0,149,5.8,13,17,0,4,23,7,0,204,14.7,,,,,,,
19,Donald Audette,24,BUF,RW,77,29,30,59,2,41,5.9,12,16,1,4,18,12,0,207,14,,,,,,,
97,Andrew Cassels,24,HAR,C,79,16,42,58,-21,37,3.7,7,8,1,3,21,18,3,126,12.7,,,,,,,
303,Al Iafrate,27,TOT,D,79,15,43,58,16,163,9.5,9,6,0,4,23,19,1,299,5,,,,,,,
334,Yuri Khmylev,29,BUF,LW,72,27,31,58,13,49,6.1,16,11,0,4,12,17,2,171,15.8,,,,,,,
335,Dmitri Khristich,24,WSH,RW,83,29,29,58,-2,73,5.1,19,10,0,4,24,5,0,195,14.9,,,,,,,
636,Tomas Sandstrom,29,TOT,LW,78,23,35,58,-7,83,4.4,19,4,0,3,25,10,0,193,11.9,,,,,,,
651,Darrin Shannon,24,WIN,LW,77,21,37,58,-18,87,4.2,12,9,0,2,27,9,1,124,16.9,,,,,,,
758,Glen Wesley,25,BOS,D,81,14,44,58,1,64,9,7,6,1,1,11,33,0,265,5.3,,,,,,,
113,Dino Ciccarelli*,33,DET,RW,66,28,29,57,10,73,5.4,16,12,0,1,21,8,0,153,18.3,,,,,,,
116,Zdeno Ciger,24,EDM,RW,84,22,35,57,-11,8,4.2,14,8,0,1,24,10,1,158,13.9,,,,,,,
147,Ulf Dahlen,27,DAL,RW,65,19,38,57,-1,10,4.6,7,12,0,3,18,20,0,147,12.9,,,,,,,
437,Vladimir Malakhov,25,NYI,D,76,10,47,57,29,80,9.5,6,4,0,2,24,23,0,235,4.3,,,,,,,
505,Kirk Muller,27,MTL,C,76,23,34,57,-1,96,4.7,12,9,2,3,20,14,0,168,13.7,,,,,,,
783,Valeri Zelepukin,25,NJD,LW,82,26,31,57,36,70,5.6,18,8,0,0,27,4,0,155,16.8,,,,,,,
352,Alex Kovalev,20,NYR,C,76,23,33,56,18,154,5.3,16,7,0,3,27,6,0,184,12.5,,,,,,,
386,Igor Larionov*,33,SJS,C,60,18,38,56,20,40,5.4,13,3,2,2,25,13,0,72,25,,,,,,,
410,Nicklas Lidstrom*,23,DET,D,84,10,46,56,43,26,9.2,6,4,0,3,30,14,2,200,5,,,,,,,
467,Marty McInnis,23,NYI,LW,81,25,31,56,31,24,5.6,17,3,5,3,25,5,1,136,18.4,,,,,,,
575,Derek Plante,23,BUF,C,77,21,35,56,4,24,5,12,8,1,2,17,18,0,147,14.3,,,,,,,
73,Doug Brown,29,PIT,RW,77,18,37,55,19,18,4.5,16,2,0,1,36,1,0,152,11.8,,,,,,,
133,Murray Craven,29,VAN,C,78,15,40,55,5,30,4.1,12,2,1,3,25,12,3,115,13,,,,,,,
343,Petr Klima,29,TBL,RW,75,28,27,55,-15,76,5.1,18,10,0,2,15,12,0,167,16.8,,,,,,,
425,Jyrki Lumme,27,VAN,D,83,13,42,55,3,50,8.2,9,1,3,3,23,15,4,161,8.1,,,,,,,
536,Michael Nylander,21,TOT,LW,73,13,42,55,8,30,4.2,9,4,0,1,35,7,0,95,13.7,,,,,,,
126,Shayne Corson,27,EDM,LW,64,25,29,54,-8,118,4.8,14,11,0,3,19,10,0,171,14.6,,,,,,,
171,Ted Donato,24,BOS,LW,84,22,32,54,0,59,4.4,11,9,2,1,26,4,2,158,13.9,,,,,,,
645,Teemu Selanne*,23,WIN,RW,51,25,29,54,-23,22,4.6,14,11,0,2,17,12,0,191,13.1,,,,,,,
716,Esa Tikkanen,29,NYR,LW,83,22,32,54,5,114,4.5,14,5,3,4,15,16,1,257,8.6,,,,,,,
203,Pat Falloon,21,SJS,RW,83,22,31,53,-3,18,4.2,16,6,0,1,25,6,0,193,11.4,,,,,,,
212,Ray Ferraro,29,NYI,C,82,21,32,53,1,83,4.1,16,5,0,3,25,7,0,136,15.4,,,,,,,
231,Johan Garpenlov,25,SJS,LW,80,18,35,53,9,28,4.3,11,7,0,3,27,8,0,125,14.4,,,,,,,
70,Neal Broten,34,DAL,C,79,17,35,52,10,62,4,14,2,1,1,23,9,3,153,11.1,,,,,,,
232,Mike Gartner*,34,NYR,RW,71,28,24,52,11,58,5.3,13,10,5,4,16,7,1,245,11.4,,,,,,,
592,Yves Racine,24,PHI,D,67,9,43,52,-11,48,5.6,3,5,1,1,16,27,0,142,6.3,,,,,,,
642,Mathieu Schneider,24,MTL,D,75,20,32,52,15,62,9.2,9,11,0,4,15,16,1,193,10.4,,,,,,,
772,Terry Yake,25,MDA,RW,82,21,31,52,2,44,4.5,16,5,0,2,20,10,1,188,11.2,,,,,,,
787,Alexei Zhitnik,21,LAK,D,81,12,40,52,-11,101,6.1,1,11,0,1,22,18,0,227,5.3,,,,,,,
124,Bob Corkum,26,MDA,C,76,23,28,51,4,18,4.8,17,3,3,0,24,3,1,180,12.8,,,,,,,
128,Sylvain Cote,28,WSH,D,84,16,35,51,30,66,10,11,3,2,2,24,11,0,212,7.5,,,,,,,
149,Alexandre Daigle,18,OTT,C,84,20,31,51,-45,40,2.7,16,4,0,2,20,10,1,168,11.9,,,,,,,
605,Mike Ricci,22,QUE,C,83,30,21,51,-9,113,4.3,14,13,3,6,16,5,0,138,21.7,,,,,,,
673,Bryan Smolinski,22,BOS,C,83,31,20,51,4,82,5,24,4,3,5,15,4,1,179,17.3,,,,,,,
680,Thomas Steen,33,WIN,C,76,19,32,51,-38,32,2.8,13,6,0,1,18,12,2,137,13.9,,,,,,,
776,Scott Young,26,QUE,RW,76,26,25,51,-4,14,4.3,19,6,1,1,14,11,0,236,11,,,,,,,
36,Jesse Belanger,24,FLA,C,70,17,33,50,-4,16,3.9,6,11,0,3,21,12,0,104,16.3,,,,,,,
354,Igor Kravchuk,27,EDM,D,81,12,38,50,-12,16,6.6,7,5,0,2,19,19,0,197,6.1,,,,,,,
356,Robert Kron,26,HAR,RW,77,24,26,50,0,8,4.4,21,2,1,3,20,5,1,194,12.4,,,,,,,
487,Corey Millen,29,NJD,C,78,20,30,50,24,52,4.3,16,4,0,3,23,7,0,132,15.2,,,,,,,
573,Michal Pivonka,28,WSH,LW,82,14,36,50,2,38,3.3,9,5,0,4,26,10,0,138,10.1,,,,,,,
40,Josef Beranek,24,PHI,LW,80,28,21,49,-2,85,4.1,22,6,0,2,18,3,0,182,15.4,,,,,,,
524,Sergei Nemchinov,30,NYR,C,76,22,27,49,13,36,4.5,18,4,0,6,21,3,3,144,15.3,,,,,,,
491,Kevin Miller,28,STL,RW,75,23,25,48,6,83,4.3,14,6,3,5,16,7,2,154,14.9,,,,,,,
25,Stu Barnes,23,TOT,C,77,23,24,47,4,38,4.3,14,8,1,3,16,8,0,172,13.4,,,,,,,
420,Andrei Lomakin,29,FLA,LW,76,19,28,47,1,26,3.9,16,3,0,2,15,13,0,139,13.7,,,,,,,
780,Zarley Zalapski,25,TOT,D,69,10,37,47,-6,74,6.5,9,1,0,1,16,20,1,156,6.4,,,,,,,
105,Steve Chiasson,26,DET,D,82,13,33,46,17,122,7,8,4,1,2,16,13,4,238,5.5,,,,,,,
327,Mike Keane,26,MTL,RW,80,16,30,46,6,119,3.3,8,6,2,2,18,11,1,129,12.4,,,,,,,
398,Grant Ledyard,32,DAL,D,84,9,37,46,7,42,7.3,3,6,0,1,17,20,0,177,5.1,,,,,,,
525,Bernie Nicholls,32,NJD,C,61,19,27,46,24,86,4.4,16,3,0,1,17,8,2,142,13.4,,,,,,,
527,Scott Niedermayer*,20,NJD,D,81,10,36,46,34,42,8.6,5,5,0,2,26,9,1,135,7.4,,,,,,,
639,Denis Savard*,32,TBL,C,74,18,28,46,-1,106,3.9,15,2,1,2,17,11,0,181,9.9,,,,,,,
166,Gilbert Dionne,23,MTL,LW,74,19,26,45,-9,31,3.2,16,3,0,5,19,7,0,162,11.7,,,,,,,
303,Al Iafrate,27,WSH,D,67,10,35,45,10,143,7.2,6,4,0,3,17,17,1,252,4,,,,,,,
454,Brad May,22,BUF,LW,84,18,27,45,-6,171,3.3,15,3,0,3,18,9,0,166,10.8,,,,,,,
720,German Titov,28,CGY,LW,76,27,18,45,20,28,4.6,16,8,3,2,15,2,1,153,17.6,,,,,,,
735,Garry Valk,26,MDA,LW,78,18,27,45,8,100,3.9,13,4,1,5,21,4,2,165,10.9,,,,,,,
98,Paul Cavallini,28,DAL,D,74,11,33,44,13,82,7.4,5,6,0,3,21,10,2,145,7.6,,,,,,,
201,Dean Evason,29,DAL,C,80,11,33,44,-12,66,2.2,6,3,2,2,24,8,1,118,9.3,,,,,,,
257,Bill Guerin,23,NJD,RW,81,25,19,44,14,101,3.8,23,2,0,3,15,4,0,195,12.8,,,,,,,
402,Claude Lemieux,28,NJD,RW,79,18,26,44,13,86,3.2,13,5,0,5,18,7,1,181,9.9,,,,,,,
536,Michael Nylander,21,HAR,LW,58,11,33,44,-2,24,3.2,7,4,0,1,26,7,0,74,14.9,,,,,,,
35,Bob Beers,26,TOT,D,82,11,32,43,-22,86,5.6,5,6,0,0,14,18,0,187,5.9,,,,,,,
55,Peter Bondra,25,WSH,RW,69,24,19,43,22,40,4.5,20,4,0,2,13,6,0,200,12,,,,,,,
120,Danton Cole,27,TBL,RW,81,20,23,43,7,32,4,11,8,1,4,16,7,0,149,13.4,,,,,,,
193,Dave Ellett,29,TOR,D,68,7,36,43,6,42,6.8,2,5,0,1,12,24,0,146,4.8,,,,,,,
397,John LeClair,24,MTL,LW,74,19,24,43,17,32,3.8,18,1,0,1,21,3,0,153,12.4,,,,,,,
475,Dave McLlwain,27,OTT,LW,66,17,26,43,-40,48,2.3,15,1,1,1,19,4,3,115,14.8,,,,,,,
507,Gord Murphy,26,FLA,D,84,14,29,43,-11,71,7.2,5,9,0,2,10,19,0,172,8.1,,,,,,,
701,Tim Sweeney,26,MDA,LW,78,16,27,43,3,49,3.4,9,6,1,2,21,6,0,114,14,,,,,,,
7,Tony Amonte,23,TOT,RW,79,17,25,42,0,37,3,13,4,0,4,16,9,0,195,8.7,,,,,,,
85,Randy Burridge,28,WSH,LW,78,25,17,42,-1,73,3.6,16,8,1,5,12,5,0,150,16.7,,,,,,,
165,Kevin Dineen,30,PHI,RW,71,19,23,42,-9,113,2.8,13,5,1,2,19,4,0,156,12.2,,,,,,,
173,Mike Donnelly,30,LAK,LW,81,21,21,42,2,34,3.2,15,4,2,3,15,5,1,177,11.9,,,,,,,
219,Pat Flatley,30,NYI,RW,64,12,30,42,12,40,3.2,9,2,1,2,27,2,1,112,10.7,,,,,,,
246,Chris Gratton,18,TBL,C,84,13,29,42,-25,123,2.2,7,5,1,2,18,11,0,161,8.1,,,,,,,
310,Calle Johansson,26,WSH,D,84,9,33,42,3,59,6.9,5,4,0,1,21,12,0,141,6.4,,,,,,,
464,Shawn McEachern,24,TOT,C,76,20,22,42,14,34,3.5,15,0,5,1,18,3,1,159,12.6,,,,,,,
8,Glenn Anderson*,33,TOT,RW,85,21,20,41,-5,62,2.9,14,7,0,3,13,7,0,149,14.1,,,,,,,
107,Tom Chorske,27,NJD,LW,76,21,20,41,14,32,3.4,19,1,1,4,18,0,2,131,16,,,,,,,
365,Bob Kudelski,29,OTT,RW,42,26,15,41,-25,14,3.9,14,12,0,1,8,7,0,127,20.5,,,,,,,
530,Brian Noonan,28,TOT,RW,76,18,23,41,7,69,3.3,8,10,0,6,14,9,0,160,11.3,,,,,,,
636,Tomas Sandstrom,29,LAK,LW,51,17,24,41,-12,59,3.1,13,4,0,2,14,10,0,121,14,,,,,,,
668,Richard Smehlik,24,BUF,D,84,14,27,41,22,69,9.4,8,3,3,1,17,7,3,106,13.2,,,,,,,
176,Dallas Drake,24,TOT,LW,62,13,27,40,-1,49,2.6,10,1,2,3,20,6,1,112,11.6,,,,,,,
248,Travis Green,23,NYI,C,83,18,22,40,16,44,3.1,17,1,0,2,18,4,0,164,11,,,,,,,
271,Kevin Hatcher,27,WSH,D,72,16,24,40,-13,108,6,10,6,0,3,9,13,2,217,7.4,,,,,,,
367,Tom Kurvers,31,NYI,D,66,9,31,40,7,47,6.3,4,5,0,1,10,21,0,141,6.4,,,,,,,
533,Jeff Norton,28,SJS,D,64,7,33,40,16,36,7,6,1,0,0,23,10,0,92,7.6,,,,,,,
539,Lyle Odelein,25,MTL,D,79,11,29,40,8,276,7.2,5,6,0,2,15,13,1,116,9.5,,,,,,,
665,Brian Skrudland,30,FLA,C,79,15,25,40,13,136,3.2,13,0,2,1,24,0,1,110,13.6,,,,,,,
696,Ron Sutter,30,TOT,C,73,15,25,40,2,90,2.8,10,5,0,2,23,2,0,108,13.9,,,,,,,
722,Rick Tocchet,29,PIT,RW,51,14,26,40,-15,134,2.6,8,5,1,2,14,11,1,150,9.3,,,,,,,
729,John Tucker,29,TBL,LW,66,17,23,40,9,28,3.8,15,2,0,6,18,5,0,126,13.5,,,,,,,
760,Ray Whitney,21,SJS,C,61,14,26,40,2,14,3.1,13,1,0,0,18,8,0,82,17.1,,,,,,,
53,Doug Bodger,27,BUF,D,75,7,32,39,8,76,7.4,1,5,1,1,12,19,1,144,4.9,,,,,,,
288,Bill Houlder,26,MDA,D,80,14,25,39,-18,40,6.4,11,3,0,3,11,14,0,187,7.5,,,,,,,
490,Kelly Miller,30,WSH,LW,84,14,25,39,8,32,2.5,13,0,1,3,21,1,3,138,10.1,,,,,,,
7,Tony Amonte,23,NYR,RW,72,16,22,38,5,31,2.9,13,3,0,4,15,7,0,179,8.9,,,,,,,
25,Stu Barnes,23,FLA,C,59,18,20,38,5,30,3.5,11,6,1,3,13,7,0,148,12.2,,,,,,,
91,Guy Carbonneau*,33,MTL,C,79,14,24,38,16,48,2.8,14,0,0,1,19,3,2,120,11.7,,,,,,,
208,Brent Fedyk,26,PHI,RW,72,20,18,38,-14,74,2.3,15,5,0,1,16,2,0,104,19.2,,,,,,,
299,Dale Hunter,33,WSH,C,52,9,29,38,-4,131,2.5,8,1,0,1,23,6,0,61,14.8,,,,,,,
341,Trent Klatt,23,DAL,LW,61,14,24,38,13,30,3.2,11,3,0,2,18,6,0,86,16.3,,,,,,,
451,Stephane Matteau,24,TOT,LW,77,19,19,38,15,57,3.3,16,3,0,2,15,1,3,135,14.1,,,,,,,
667,Jiri Slegr,22,VAN,D,78,5,33,38,0,86,5.7,4,1,0,0,14,19,0,160,3.1,,,,,,,
694,Brent Sutter,31,CHI,C,73,9,29,38,17,43,2.7,4,3,2,0,24,3,2,127,7.1,,,,,,,
749,Wes Walz,23,CGY,RW,53,11,27,38,20,16,3.3,10,1,0,0,19,8,0,79,13.9,,,,,,,
768,Randy Wood,30,BUF,LW,84,22,16,38,11,71,3.6,18,2,2,5,12,2,2,161,13.7,,,,,,,
2,Greg Adams,30,VAN,LW,68,13,24,37,-1,20,2.5,7,5,1,2,16,5,3,139,9.4,,,,,,,
35,Bob Beers,26,EDM,D,66,10,27,37,-11,74,5,5,5,0,0,13,14,0,152,6.6,,,,,,,
131,Mike Craig,22,DAL,RW,72,13,24,37,-14,139,1.9,10,3,0,2,15,9,0,150,8.7,,,,,,,
226,Iain Fraser,24,QUE,RW,60,17,20,37,-5,23,2.8,15,2,0,2,14,5,1,109,15.6,,,,,,,
404,Mario Lemieux*,28,PIT,C,22,17,20,37,-2,32,3.8,10,7,0,4,12,8,0,92,18.5,,,,,,,
423,Dave Lowry,28,FLA,LW,80,15,22,37,-4,64,2.4,12,3,0,3,16,6,0,122,12.3,,,,,,,
559,Scott Pearson,24,EDM,LW,72,19,18,37,-4,165,2.8,16,3,0,7,15,3,0,160,11.9,,,,,,,
630,Joe Sacco,24,MDA,RW,84,19,18,37,-11,61,2.6,15,3,1,2,12,5,1,206,9.2,,,,,,,
780,Zarley Zalapski,25,HAR,D,56,7,30,37,-6,56,5.1,7,0,0,0,14,15,1,121,5.8,,,,,,,
379,Mark Lamb,29,TOT,C,85,12,24,36,-44,72,0.7,7,4,1,2,15,7,2,124,9.7,,,,,,,
494,Dmitri Mironov,28,TOR,D,76,9,27,36,5,78,6.5,6,3,0,0,12,15,0,147,6.1,,,,,,,
8,Glenn Anderson*,33,TOR,RW,73,17,18,35,-6,50,2.4,12,5,0,3,12,6,0,127,13.4,,,,,,,
161,Eric Desjardins,24,MTL,D,84,12,23,35,-1,97,6.4,5,6,1,3,13,10,0,193,6.2,,,,,,,
233,Rob Gaudreau,24,SJS,RW,84,15,20,35,-10,28,1.8,9,6,0,4,11,9,0,151,9.9,,,,,,,
313,Keith Jones,25,WSH,RW,68,16,19,35,4,149,2.6,11,5,0,1,15,4,0,97,16.5,,,,,,,
476,Mike McPhee,33,DAL,LW,79,20,15,35,8,36,2.8,16,1,3,1,15,0,0,115,17.4,,,,,,,
530,Brian Noonan,28,CHI,RW,64,14,21,35,2,57,2.6,6,8,0,3,12,9,0,134,10.4,,,,,,,
