Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
447,Andrew Ladd,29,WPG,LW,81,24,38,62,9,72,7.4,15,9,0,6,27,10,1,224,10.7,1626,20:04,38,212,7,13,35
539,Sean Monahan,20,CGY,C,81,31,31,62,8,12,7.9,20,10,1,8,21,9,1,191,16.2,1589,19:37,42,39,902,917,49.6
607,Zach Parise,30,MIN,LW,74,33,29,62,21,41,9.4,22,11,0,3,24,5,0,259,12.7,1420,19:11,56,86,2,10,16.7
661,Mike Ribeiro,34,NSH,C,82,15,47,62,11,52,6.5,14,1,0,3,36,11,0,96,15.6,1537,18:45,19,42,582,766,43.2
750,Jason Spezza,31,DAL,C,82,17,45,62,-7,28,5.9,13,4,0,1,23,22,0,204,8.3,1412,17:13,26,16,682,580,54
371,Marian Hossa,36,CHI,RW,82,22,39,61,17,32,7.7,15,6,1,2,28,11,0,247,8.9,1521,18:33,26,62,4,3,57.1
417,Phil Kessel,27,TOR,RW,82,25,36,61,-34,30,5.9,17,8,0,4,19,17,0,280,8.9,1541,18:48,13,18,2,3,40
853,Blake Wheeler,28,WPG,RW,79,26,35,61,26,73,8.4,20,2,4,6,24,10,1,244,10.7,1553,19:40,54,128,22,26,45.8
89,Derick Brassard,27,NYR,C,80,19,41,60,9,34,6.9,13,6,0,3,29,12,0,168,11.3,1392,17:24,13,104,669,699,48.9
107,Brent Burns,29,SJS,D,82,17,43,60,-9,65,9.5,10,7,0,2,26,17,0,245,6.9,1964,23:57,124,148,0,0,
342,Scott Hartnell,32,CBJ,LW,77,28,32,60,1,100,7.5,20,8,0,2,24,8,0,204,13.7,1332,17:18,38,160,7,7,50
626,Tomas Plekanec,32,MTL,C,82,26,34,60,8,46,7.5,16,7,3,5,24,9,1,248,10.5,1571,19:09,55,47,777,771,50.2
782,P.K. Subban,25,MTL,D,82,15,45,60,21,74,12.4,7,8,0,5,32,13,0,170,8.8,2149,26:12:00,142,97,0,0,
377,Jarome Iginla,37,COL,RW,82,29,30,59,0,42,7.4,21,8,0,2,25,5,0,189,15.3,1487,18:08,47,99,57,71,44.5
450,Gabriel Landeskog,22,COL,LW,82,23,36,59,-2,79,6.6,15,8,0,2,27,9,0,214,10.7,1517,18:30,73,169,16,29,35.6
23,David Backes,30,STL,C,80,26,32,58,7,104,7.2,16,10,0,3,26,6,0,183,14.2,1491,18:38,87,227,615,507,54.8
501,Patrick Marleau,35,SJS,LW,82,19,38,57,-17,12,5.1,12,7,0,4,21,17,0,233,8.2,1606,19:35,26,83,139,182,43.3
575,Ryan Nugent-Hopkins,21,EDM,C,76,24,32,56,-12,25,6.2,22,2,0,2,19,12,1,189,12.7,1569,20:38,37,92,620,727,46
796,Tomas Tatar,24,DET,C,82,29,27,56,6,28,7.7,20,9,0,7,17,10,0,211,13.7,1330,16:13,18,90,6,4,60
824,James van Riemsdyk,25,TOR,LW,82,27,29,56,-33,43,5.6,17,9,1,4,19,10,0,248,10.9,1565,19:05,29,83,21,33,38.9
856,Dennis Wideman,31,CGY,D,80,15,41,56,6,34,10.1,9,6,0,2,26,15,0,173,8.7,1971,24:39:00,184,94,0,0,
49,Patrice Bergeron,29,BOS,C,81,23,32,55,2,44,6.4,18,4,1,4,21,10,1,234,9.8,1469,18:08,60,57,1175,764,60.6
121,John Carlson,25,WSH,D,82,12,43,55,11,28,10,8,3,1,3,30,13,0,193,6.2,1892,23:04,200,74,0,0,
202,Matt Duchene,24,COL,C,82,21,34,55,3,16,6.2,19,2,0,4,29,5,0,207,10.1,1523,18:34,74,43,635,582,52.2
401,Roman Josi,24,NSH,D,81,15,40,55,15,26,10.8,12,3,0,4,25,12,3,201,7.5,2144,2:28,209,53,0,1,0
582,Ryan O'Reilly,23,COL,C,82,17,38,55,-5,12,5.2,14,2,1,1,27,10,1,171,9.9,1617,19:43,48,38,713,621,53.4
591,T.J. Oshie,28,STL,RW,72,19,36,55,17,51,6.7,16,3,0,4,26,10,0,162,11.7,1356,18:50,39,99,3,10,23.1
616,Corey Perry,29,ANA,RW,67,33,22,55,13,67,8.4,29,4,0,3,19,3,0,193,17.1,1213,18:06,27,64,3,9,25
766,Derek Stepan,24,NYR,C,68,16,39,55,26,22,7,11,3,2,3,29,7,3,155,10.3,1236,18:11,27,36,545,680,44.5
793,Alex Tanguay,35,COL,LW,80,22,33,55,-1,40,6.2,19,2,1,4,21,12,0,104,21.2,1453,18:10,39,45,12,16,42.9
112,Ryan Callahan,29,TBL,RW,77,24,30,54,9,41,6.6,14,10,0,4,24,6,0,191,12.6,1366,17:44,48,181,12,19,38.7
373,Jonathan Huberdeau,21,FLA,LW,79,15,39,54,10,38,6,15,0,0,0,27,12,0,169,8.9,1323,16:45,24,68,2,6,25
468,Kris Letang,27,PIT,D,69,11,43,54,12,79,10.1,8,2,1,1,21,22,0,197,5.6,1759,1:29,117,131,0,1,0
577,Gustav Nyquist,25,DET,C,82,27,27,54,-11,26,6.4,13,14,0,4,17,10,0,195,13.8,1366,16:39,31,43,1,8,11.1
629,Jason Pominville,32,MIN,RW,82,18,36,54,9,8,6.1,15,3,0,4,25,11,0,252,7.1,1499,18:17,32,44,39,47,45.3
682,Bobby Ryan,27,OTT,RW,78,18,36,54,5,24,6,14,4,0,5,26,10,0,221,8.1,1363,17:28,33,110,4,7,36.4
755,Eric Staal,30,CAR,C,77,23,31,54,-13,41,6.2,16,7,0,4,21,10,0,244,9.4,1451,18:51,27,65,343,326,51.3
32,Tyson Barrie,23,COL,D,80,12,41,53,5,26,9.4,10,2,0,0,27,14,0,139,8.6,1709,21:22,90,80,0,0,
478,Bryan Little,27,WPG,C,70,24,28,52,8,24,6.6,14,9,1,3,19,9,0,148,16.2,1394,19:55,32,55,759,780,49.3
685,Brandon Saad,22,CHI,LW,82,23,29,52,7,12,6.5,21,2,0,6,21,8,0,203,11.3,1415,17:15,29,53,38,50,43.2
754,Martin St. Louis*,39,NYR,RW,74,21,31,52,12,20,6.5,16,5,0,1,23,8,0,144,14.6,1300,17:34,37,13,51,59,46.4
778,Mark Streit,37,PHI,D,81,9,43,52,-8,36,7.5,5,4,0,0,17,26,0,144,6.3,1812,22:22,103,63,0,0,
827,Thomas Vanek,31,MIN,LW,80,21,31,52,-6,37,5.9,16,5,0,2,19,12,0,171,12.3,1297,16:13,13,32,10,10,50
873,Keith Yandle,28,TOT,D,84,6,46,52,-26,40,6.6,4,2,0,2,19,27,0,232,2.6,1925,22:55,101,53,0,0,
369,Patric Hornqvist,28,PIT,RW,64,25,26,51,12,38,7.2,19,6,0,4,17,9,0,220,11.4,1130,17:39,33,87,2,5,28.6
585,Kyle Okposo,26,NYI,RW,60,18,33,51,-8,12,5.3,12,6,0,2,21,12,0,195,9.2,1173,19:33,23,53,80,81,49.7
500,Andrei Markov,36,MTL,D,81,10,40,50,22,38,10.7,6,4,0,1,18,21,1,135,7.4,2018,0:55,173,53,0,0,
734,Wayne Simmonds,26,PHI,RW,75,28,22,50,-5,66,6.3,14,14,0,6,12,10,0,188,14.9,1261,16:48,36,168,4,1,80
779,Ryan Strome,21,NYI,C,81,17,33,50,23,47,6.3,15,1,1,2,26,7,0,179,9.5,1247,15:24,21,92,149,170,46.7
88,Tyler Bozak,28,TOR,C,82,23,26,49,-34,44,4.2,9,12,2,3,20,6,0,154,14.9,1570,19:09,46,83,944,831,53.2
237,Justin Faulk,22,CAR,D,82,15,34,49,-19,30,9.1,6,7,2,4,21,13,0,238,6.3,2003,0:26,114,157,0,0,
696,Mark Scheifele,21,WPG,C,82,15,34,49,11,24,5.2,12,3,0,2,24,10,0,170,8.8,1524,18:35,61,98,506,659,43.4
811,Tyler Toffoli,22,LAK,C,76,23,26,49,25,37,7.4,15,3,5,3,23,2,1,200,11.5,1109,14:35,11,86,4,5,44.4
881,Mats Zuccarello,27,NYR,LW,78,15,34,49,17,45,5.6,15,0,0,3,28,6,0,154,9.7,1346,17:16,42,117,17,20,45.9
188,David Desharnais,28,MTL,C,82,14,34,48,22,24,5.6,12,2,0,4,25,9,0,90,15.6,1414,17:15:00,49,43,629,560,52.9
247,Valtteri Filppula,30,TBL,C,82,12,36,48,-14,24,3.2,10,2,0,0,21,15,0,91,13.2,1559,19:01,27,23,573,567,50.3
287,Mark Giordano,31,CGY,D,61,11,37,48,13,37,9,8,2,1,2,25,12,0,157,7,1536,1:10,128,59,0,0,
364,Mike Hoffman,25,OTT,LW,79,27,21,48,16,14,7.2,26,1,0,4,19,2,0,199,13.6,1150,14:33,33,40,7,7,50
429,Mikko Koivu,31,MIN,C,80,14,34,48,2,38,4.6,10,4,0,4,23,11,0,179,7.8,1542,19:16,41,40,989,791,55.6
230,Loui Eriksson,29,BOS,RW,81,22,25,47,1,14,5.3,16,6,0,4,19,5,1,169,13,1497,18:29,23,29,4,8,33.3
266,Marian Gaborik,32,LAK,RW,69,27,20,47,7,16,6.7,16,11,0,2,13,7,0,174,15.5,1167,16:55,6,39,1,0,100
272,Brendan Gallagher,22,MTL,RW,82,24,23,47,18,31,6.6,21,3,0,6,18,5,0,254,9.4,1360,16:35,49,48,43,52,45.3
381,Jaromir Jagr,42,TOT,RW,77,17,30,47,-3,48,5,13,4,0,5,23,7,0,169,10.1,1353,17:34,14,30,1,0,100
388,Marcus Johansson,24,WSH,C,82,20,27,47,6,10,5.4,17,3,0,1,15,12,0,138,14.5,1351,16:29,18,69,7,9,43.8
416,Ryan Kesler,30,ANA,C,81,20,27,47,-5,75,4.5,14,5,1,4,19,6,2,205,9.8,1581,19:31,69,169,937,718,56.6
697,Brayden Schenn,23,PHI,C,82,18,29,47,-5,34,4.6,11,7,0,6,17,12,0,156,11.5,1401,17:05,38,199,86,98,46.7
197,Drew Doughty,25,LAK,D,82,7,39,46,3,56,8.6,6,1,0,2,22,16,1,219,3.2,2378,29:00:00,144,152,0,1,0
226,Tyler Ennis,25,BUF,C,78,20,26,46,-19,37,4.4,13,6,1,2,15,11,0,185,10.8,1491,19:07,35,87,67,115,36.8
269,Alex Galchenyuk,20,MTL,C,80,20,26,46,8,39,5.6,17,3,0,1,17,9,0,163,12.3,1314,16:26,44,91,82,85,49.1
436,Chris Kreider,23,NYR,LW,80,21,25,46,24,88,6.4,14,7,0,5,24,1,0,180,11.7,1257,15:43,17,162,9,12,42.9
621,Alex Pietrangelo,25,STL,D,81,7,39,46,-2,28,7.5,6,1,0,2,28,11,0,195,3.6,2058,1:25,161,70,0,0,
763,Paul Stastny,29,STL,C,74,16,30,46,5,40,4.9,9,7,0,7,22,8,0,143,11.2,1304,17:38,30,22,671,479,58.3
877,Mika Zibanejad,21,OTT,C,80,20,26,46,0,20,5.1,16,4,0,0,16,10,0,150,13.3,1315,16:26,26,149,615,638,49.1
110,Dustin Byfuglien,29,WPG,D,69,18,27,45,5,124,8.8,13,5,0,3,14,12,1,209,8.6,1565,22:41,60,204,0,3,0
311,Mike Green,29,WSH,D,72,10,35,45,15,34,8.6,9,1,0,2,19,16,0,159,6.3,1376,19:06,93,82,0,0,
347,Kevin Hayes,22,NYR,RW,79,17,28,45,15,22,5.8,15,1,1,1,24,4,0,111,15.3,1030,13:02,33,56,248,430,36.6
412,Duncan Keith,31,CHI,D,80,10,35,45,12,20,9.3,7,3,0,2,21,13,1,171,5.8,2045,1:34,113,16,0,0,
848,Shea Weber,29,NSH,D,78,15,30,45,15,72,9.6,9,5,1,2,20,10,0,237,6.3,2057,26:22:00,147,166,0,0,
1,Justin Abdelkader,27,DET,LW,71,23,21,44,3,72,5.6,15,8,0,5,15,6,0,154,14.9,1272,17:55,28,153,7,8,46.7
392,Jussi Jokinen,31,FLA,LW,81,8,36,44,-2,34,3.5,6,2,0,0,29,7,0,134,6,1356,16:44,50,52,126,124,50.4
438,Niklas Kronwall,34,DET,D,80,9,35,44,-4,40,7.2,6,3,0,1,15,20,0,101,8.9,1907,23:50,106,91,1,0,100
463,Jori Lehtera,27,STL,C,75,14,30,44,21,48,5.3,11,2,1,2,24,5,1,103,13.6,1216,16:13,34,42,541,513,51.3
482,Milan Lucic,26,BOS,LW,81,18,26,44,13,81,5.3,16,2,0,4,20,6,0,141,12.8,1325,16:21,23,259,34,40,45.9
723,Kevin Shattenkirk,26,STL,D,56,8,36,44,19,52,8.5,4,4,0,1,15,21,0,135,5.9,1263,22:34,86,42,0,0,
743,Craig Smith,25,NSH,C,82,23,21,44,11,44,5.8,17,6,0,4,18,3,0,252,9.1,1291,15:44,17,77,13,18,41.9
748,Carl Soderberg,29,BOS,C,82,13,31,44,10,26,4.5,8,5,0,3,28,3,0,163,8,1378,16:49,36,76,369,389,48.7
58,Nick Bjugstad,22,FLA,C,72,24,19,43,-7,38,5.3,17,7,0,3,14,5,0,207,11.6,1194,16:35,29,148,486,508,48.9
98,Troy Brouwer,29,WSH,RW,82,21,22,43,11,53,5.2,11,8,2,3,16,6,0,145,14.5,1437,17:31,39,206,251,190,56.9
217,Oliver Ekman-Larsson,23,ARI,D,82,23,20,43,-18,40,8.8,12,10,1,7,10,10,0,264,8.7,2067,1:13,77,167,0,0,
355,Adam Henrique,24,NJD,C,75,16,27,43,-6,34,4.4,11,5,0,3,15,11,1,127,12.6,1331,17:45,46,58,260,246,51.4
568,Frans Nielsen,30,NYI,C,78,14,29,43,8,12,4.4,9,4,1,4,13,14,2,157,8.9,1293,16:35,80,48,506,543,48.2
722,Patrick Sharp,33,CHI,LW,68,16,27,43,-8,33,4.5,8,8,0,2,21,6,0,230,7,1143,16:49,15,74,53,55,49.1
758,Drew Stafford,29,TOT,RW,76,18,25,43,-12,47,4.4,14,4,0,1,19,5,1,147,12.2,1254,16:30,15,81,87,86,50.3
114,Mike Cammalleri,32,NJD,LW,68,27,15,42,2,28,6,16,9,2,8,13,2,0,156,17.3,1247,18:20,19,29,114,157,42.1
265,Michael Frolik,26,WPG,RW,82,19,23,42,4,18,4.7,13,3,3,4,19,4,0,206,9.2,1435,17:30,42,63,14,27,34.1
331,Dougie Hamilton,21,BOS,D,72,10,32,42,-3,41,7.1,5,5,0,2,22,10,0,188,5.3,1536,21:20,53,106,0,0,
496,Brad Marchand,26,BOS,LW,77,24,18,42,5,95,5.5,20,2,2,5,17,0,1,180,13.3,1301,16:54,28,72,13,19,40.6
562,Brock Nelson,23,NYI,C,82,20,22,42,6,24,4.9,10,10,0,3,17,5,0,190,10.5,1302,15:53,52,99,354,445,44.3
859,Colin Wilson,25,NSH,C,77,20,22,42,19,22,5.7,17,3,0,5,18,4,0,172,11.6,1248,16:13,33,52,71,107,39.9
28,Josh Bailey,25,NYI,LW,70,15,26,41,3,12,4.3,13,2,0,1,24,2,0,140,10.7,1175,16:47,36,66,30,36,45.5
94,T.J. Brodie,24,CGY,D,81,11,30,41,15,30,8.8,7,3,1,3,22,6,2,133,8.3,2042,1:12,178,27,0,0,
268,Sam Gagner,25,ARI,C,81,15,26,41,-28,28,3.1,9,6,0,1,20,6,0,183,8.2,1397,17:15,19,63,361,405,47.1
461,Anders Lee,24,NYI,C,76,25,16,41,9,33,5.9,20,5,0,6,15,1,0,197,12.7,1094,14:24,29,169,1,0,100
548,Matt Moulson,31,BUF,LW,77,13,28,41,-11,4,3.6,10,3,0,2,20,8,0,156,8.3,1362,17:41,49,34,13,9,59.1
555,Jake Muzzin,25,LAK,D,76,10,31,41,-4,22,7.1,6,4,0,3,20,10,1,173,5.8,1725,22:42,108,186,0,0,
614,Mathieu Perreault,27,WPG,C,62,18,23,41,7,38,5.3,13,5,0,2,16,7,0,129,14,1008,16:15,13,75,224,210,51.6
615,David Perron,26,TOT,LW,81,17,24,41,-25,62,3.2,14,3,0,2,18,6,0,196,8.7,1404,17:20,21,171,3,9,25
858,Justin Williams,33,LAK,RW,81,18,23,41,8,29,4.9,14,4,0,2,14,9,0,174,10.3,1281,15:49,24,29,3,3,50
873,Keith Yandle,28,ARI,D,63,4,37,41,-32,32,4.4,2,2,0,0,13,24,0,185,2.2,1506,23:55,81,39,0,0,
21,Cam Atkinson,25,CBJ,RW,78,22,18,40,-2,22,4.5,14,7,1,7,15,3,0,212,10.4,1325,16:59,39,55,4,5,44.4
209,Cody Eakin,23,DAL,C,78,19,21,40,-1,26,4,15,2,2,6,18,2,1,142,13.4,1341,17:12,59,62,656,636,50.8
390,Jack Johnson,28,CBJ,D,79,8,32,40,-13,44,5.4,5,3,0,1,14,18,0,141,5.7,1909,0:10,131,157,0,0,
425,John Klingberg,22,DAL,D,65,11,29,40,5,32,6.7,9,2,0,3,19,10,0,98,11.2,1420,21:50,77,54,0,0,
445,Chris Kunitz,35,PIT,LW,74,17,23,40,2,56,4.3,7,9,1,5,16,7,0,170,10,1324,17:53,29,211,7,6,53.8
744,Reilly Smith,23,BOS,RW,81,13,27,40,7,20,4.1,12,1,0,0,17,10,0,143,9.1,1247,15:24,39,74,2,5,28.6
69,Nick Bonino,26,VAN,C,75,15,24,39,7,22,4.2,14,1,0,6,20,4,0,149,10.1,1269,16:55,89,31,585,649,47.4
149,Erik Cole,36,TOT,LW,68,21,18,39,2,14,5,17,3,1,0,12,6,0,122,17.2,989,14:33,20,134,5,11,31.3
215,Aaron Ekblad,18,FLA,D,81,12,27,39,12,32,8.5,6,6,0,4,20,7,0,170,7.1,1767,21:49,80,109,0,0,
248,Mike Fisher,34,NSH,C,59,19,20,39,4,39,4.8,11,7,1,1,17,3,0,111,17.1,1088,18:26,60,125,601,548,52.3
309,Mikael Granlund,22,MIN,C,68,8,31,39,17,20,4.1,8,0,0,2,23,8,0,99,8.1,1217,17:54,45,47,476,508,48.4
403,Nazem Kadri,24,TOR,C,73,18,21,39,-7,28,4.1,14,3,1,1,17,4,0,176,10.2,1285,17:36,23,118,528,616,46.2
439,Torey Krug,23,BOS,D,78,12,27,39,13,20,8.2,10,2,0,0,15,12,0,205,5.9,1529,19:36,68,75,0,0,
475,Elias Lindholm,20,CAR,C,81,17,22,39,-23,14,3.6,13,4,0,4,11,11,0,170,10,1330,16:25,30,106,115,105,52.3
732,Jakob Silfverberg,24,ANA,RW,81,13,26,39,15,24,4.2,10,2,1,2,22,2,2,189,6.9,1269,15:40,37,42,23,27,46
776,Anton Stralman,28,TBL,D,82,9,30,39,22,26,8,7,2,0,0,18,12,0,138,6.5,1800,21:57,79,106,0,0,
85,Brad Boyes,32,FLA,RW,78,14,24,38,11,20,4.3,9,5,0,4,20,4,0,151,9.3,1221,15:39,38,60,97,76,56.1
176,Trevor Daley,31,DAL,D,68,16,22,38,-13,34,5.6,8,6,2,2,16,6,0,113,14.2,1556,22:53,123,29,0,0,
328,Taylor Hall,23,EDM,LW,53,14,24,38,-1,40,4.3,11,3,0,0,21,3,0,158,8.9,1019,19:13,37,67,45,52,46.4
349,Victor Hedman,24,TBL,D,59,10,28,38,12,40,7,7,3,0,2,20,8,0,115,8.7,1338,22:41,111,51,0,0,
419,Alex Killorn,25,TBL,C,71,15,23,38,8,36,4,13,1,1,5,21,2,0,130,11.5,1202,16:56,21,60,34,46,42.5
488,Nathan MacKinnon,19,COL,C,64,14,24,38,-7,34,3.7,11,3,0,2,20,4,0,192,7.3,1091,17:03,41,43,201,227,47
785,Ryan Suter,30,MIN,D,77,2,36,38,7,48,7.4,1,1,0,1,25,10,1,150,1.3,2238,29:04:00,127,69,0,0,
831,Antoine Vermette,32,TOT,C,82,13,25,38,-25,40,2.5,7,6,0,1,17,8,0,109,11.9,1463,17:51,50,80,872,692,55.8
164,Sean Couturier,22,PHI,C,82,15,22,37,4,28,3.3,13,1,1,0,16,5,1,148,10.1,1508,18:23:00,35,72,643,678,48.7
446,Evgeny Kuznetsov,22,WSH,C,80,11,26,37,10,24,4,7,4,0,1,17,9,0,127,8.7,1066,13:20,15,43,304,377,44.6
460,Nick Leddy,23,NYI,D,78,10,27,37,18,14,7.7,9,1,0,1,15,11,1,120,8.3,1588,20:22,90,73,0,0,
560,James Neal,27,NSH,LW,67,23,14,37,12,57,5.2,20,3,0,6,13,1,0,221,10.4,1212,18:05,30,71,7,10,41.2
567,Nino Niederreiter,22,MIN,RW,80,24,13,37,2,28,5.1,17,6,1,5,11,2,0,149,16.1,1164,14:33,32,155,2,5,28.6
662,Brad Richards,34,CHI,C,76,12,25,37,3,12,3.8,10,2,0,3,20,5,0,199,6,1131,14:53,27,32,399,426,48.4
829,Sami Vatanen,23,ANA,D,67,12,25,37,5,36,6.7,4,7,1,1,15,10,0,122,9.8,1438,21:28,123,75,1,1,50
31,Aleksander Barkov,19,FLA,C,71,16,20,36,-4,16,3.6,13,3,0,3,16,4,0,123,13,1242,17:30,35,35,462,540,46.1
194,Shane Doan,38,ARI,RW,79,14,22,36,-29,65,2.2,9,5,0,0,17,5,0,189,7.4,1492,18:53:00,26,189,3,8,27.3
201,Brandon Dubinsky,28,CBJ,C,47,13,23,36,11,43,4.4,12,0,1,1,16,7,0,100,13,849,18:04,11,152,436,423,50.8
258,Cody Franson,27,TOT,D,78,7,29,36,-7,28,5.7,2,5,0,0,17,12,0,127,5.5,1531,19:38,132,177,0,0,
296,Alex Goligoski,29,DAL,D,81,4,32,36,0,24,5.2,4,0,0,0,22,8,2,122,3.3,1929,23:49,157,100,0,0,
358,Chris Higgins,31,VAN,LW,77,12,24,36,8,16,3.7,9,3,0,1,22,2,0,171,7,1216,15:47,34,73,3,6,33.3
485,Clarke MacArthur,29,OTT,LW,62,16,20,36,-6,36,3.8,10,6,0,5,16,4,0,140,11.4,1054,17:00,17,70,8,13,38.1
691,David Savard,24,CBJ,D,82,11,25,36,0,71,6.4,8,3,0,3,18,7,0,112,9.8,1881,22:57,105,195,1,0,100
