Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
857,Alexei Yashin,28,NYI,C,78,32,43,75,-3,25,8.7,17,15,0,5,28,15,0,239,13.4,1609,20:37,,,,,
10,Jason Allison,26,LAK,C,73,19,55,74,2,68,7.7,14,5,0,2,23,32,0,139,13.7,1591,21:47,,,,,
448,Eric Lindros*,28,NYR,C,72,37,36,73,19,138,9.5,24,12,1,4,33,3,0,196,18.9,1516,21:03,,,,,
687,Miroslav Satan,27,BUF,RW,82,37,36,73,14,33,10,17,15,5,5,27,9,0,267,13.9,1735,21:10,,,,,
7,Daniel Alfredsson,29,OTT,RW,78,37,34,71,3,45,9.3,27,9,1,4,20,14,0,243,15.2,1584,20:19,,,,,
537,Glen Murray,29,TOT,RW,82,41,30,71,31,40,10.6,32,9,0,9,24,5,1,246,16.7,1620,19:45,,,,,
64,Peter Bondra,33,WSH,RW,77,39,31,70,-2,80,8.6,21,17,1,8,19,11,1,333,11.7,1672,21:43,,,,,
65,Radek Bonk,26,OTT,C,82,25,45,70,3,52,8.1,17,6,2,5,23,21,1,170,14.7,1472,17:57,,,,,
162,Eric Daze,26,CHI,LW,82,38,32,70,17,36,9.7,26,12,0,5,19,13,0,264,14.4,1404,17:07:00,,,,,
681,Sergei Samsonov,23,BOS,LW,74,29,41,70,21,27,9.2,26,3,0,4,29,12,0,192,15.1,1390,18:47,,,,,
94,Andrew Brunette,28,MIN,LW,81,21,48,69,-4,18,7.6,11,10,0,2,26,22,0,106,19.8,1299,16:02,,,,,
98,Pavel Bure*,30,TOT,RW,68,34,35,69,-5,62,8.1,21,12,1,2,23,12,0,287,11.8,1701,1:01,,,,,
352,Sami Kapanen,28,CAR,RW,77,27,42,69,9,23,8.2,16,11,0,4,21,21,0,248,10.9,1589,20:38,,,,,
209,Sergei Fedorov*,32,DET,C,81,31,37,68,20,36,8.7,21,10,0,6,24,11,2,256,12.1,1583,19:33,,,,,
569,Adam Oates*,39,WSH,C,66,11,57,68,-2,22,5.8,8,3,0,1,35,22,0,85,12.9,1458,22:06,,,,,
778,Joe Thornton,22,BOS,C,66,22,46,68,7,127,7.8,16,6,0,5,30,16,0,152,14.5,1319,19:59,,,,,
231,Marian Gaborik,19,MIN,RW,78,30,37,67,0,34,8.5,20,10,0,4,21,16,0,221,13.6,1308,16:47,,,,,
282,Dany Heatley,21,ATL,RW,82,26,41,67,-19,56,6.8,19,7,0,4,29,11,1,202,12.9,1631,19:53,,,,,
529,Brendan Morrison,26,VAN,C,82,23,44,67,18,26,7.4,17,6,0,4,36,7,1,183,12.6,1587,19:21,,,,,
661,Jeremy Roenick,32,PHI,C,75,21,46,67,32,74,8.5,16,5,0,3,34,10,2,167,12.6,1367,18:14,,,,,
869,Alex Zhamnov,31,CHI,C,77,22,45,67,8,67,6.8,16,6,0,3,25,19,1,173,12.7,1718,22:19,,,,,
11,Tony Amonte,31,CHI,RW,82,27,39,66,11,67,7.3,20,6,1,4,31,8,0,232,11.6,1746,21:18,,,,,
232,Simon Gagne,21,PHI,LW,79,33,33,66,31,32,9.5,28,4,1,7,23,9,1,199,16.6,1434,18:09,,,,,
259,Bill Guerin,31,BOS,RW,78,41,25,66,-1,91,8.8,30,10,1,7,17,8,0,355,11.5,1618,20:45,,,,,
312,Marian Hossa,23,OTT,RW,80,31,35,66,11,50,8.6,21,9,1,4,21,13,1,278,11.2,1479,18:29,,,,,
560,Owen Nolan,29,SJS,C,75,23,43,66,7,93,7.2,13,8,2,2,23,17,3,217,10.6,1454,19:23,,,,,
568,Jeff O'Neill,25,CAR,LW,76,31,33,64,-5,63,7.6,20,11,0,6,16,17,0,272,11.4,1500,19:44,,,,,
637,Mark Recchi*,33,PHI,RW,80,22,42,64,5,46,6.6,13,7,2,4,32,10,0,205,10.7,1653,20:40,,,,,
223,Theoren Fleury,33,NYR,LW,82,24,39,63,0,216,5.8,17,7,0,5,28,11,0,267,9,1706,20:48,,,,,
317,Brett Hull*,37,DET,RW,82,30,33,63,18,35,8,22,7,1,4,18,15,0,247,12.1,1543,18:49,,,,,
164,Adam Deadmarsh,26,LAK,LW,76,29,33,62,8,71,7.9,17,12,0,5,22,11,0,139,20.9,1465,19:17,,,,,
419,Daymond Langkow,25,PHX,C,80,27,35,62,18,36,7.6,18,6,3,2,21,12,2,171,15.8,1534,19:11,,,,,
648,Brad Richards,21,TBL,C,82,20,42,62,-18,13,5.9,15,5,0,0,28,14,0,251,8,1624,19:48,,,,,
664,Brian Rolston,28,BOS,C,82,31,31,62,11,30,7.6,16,6,9,7,19,11,1,331,9.4,1673,20:24,,,,,
197,Patrik Elias,25,NJD,LW,75,29,32,61,4,36,7.7,20,8,1,8,22,10,0,199,14.6,1421,18:57,,,,,
566,Michael Nylander,29,CHI,C,82,15,46,61,28,50,7,9,6,0,2,32,14,0,158,9.5,1275,15:33,,,,,
841,Ray Whitney,29,CBJ,LW,67,21,40,61,-22,12,6.2,15,6,0,3,19,21,0,210,10,1355,20:13,,,,,
862,Mike York,24,TOT,RW,81,20,41,61,7,16,5.8,17,3,0,6,28,13,0,218,9.2,1607,19:50,,,,,
85,Daniel Briere,24,PHX,C,78,32,28,60,6,52,8,20,12,0,5,18,10,0,149,21.5,1228,15:44,,,,,
109,Anson Carter,27,EDM,RW,82,28,32,60,3,25,7.2,16,12,0,6,18,14,0,181,15.5,1583,19:18,,,,,
130,Mike Comrie,21,EDM,C,82,33,27,60,16,45,8.5,25,8,0,5,13,14,0,170,19.4,1437,17:32,,,,,
537,Glen Murray,29,BOS,RW,73,35,25,60,26,40,8.8,30,5,0,7,21,3,1,212,16.5,1448,19:50,,,,,
586,Mark Parrish,24,NYI,RW,78,30,30,60,10,32,7.9,20,9,1,6,18,9,3,162,18.5,1311,16:48,,,,,
590,Michael Peca,27,NYI,C,80,25,35,60,19,62,7.2,16,3,6,5,24,7,4,168,14.9,1618,20:14,,,,,
751,Steve Sullivan,27,CHI,RW,78,21,39,60,23,67,6.9,18,3,0,8,29,9,1,155,13.5,1495,19:10,,,,,
247,Sergei Gonchar,27,WSH,D,76,26,33,59,-1,58,10.4,19,7,0,2,19,14,0,216,12,1813,23:51,,,,,
444,Nicklas Lidstrom*,31,DET,D,78,9,50,59,13,20,10.5,3,6,0,0,26,24,0,215,4.2,2247,4:49,,,,,
581,Ziggy Palffy,29,LAK,RW,63,32,27,59,5,26,8.1,16,15,1,6,15,12,0,161,19.9,1279,20:18,,,,,
796,Darcy Tucker,26,TOR,LW,77,24,35,59,24,92,7.4,17,7,0,5,30,2,3,124,19.4,1307,16:59,,,,,
152,Vincent Damphousse,34,SJS,C,82,20,38,58,8,60,5.8,11,7,2,4,26,12,0,172,11.6,1609,19:38:00,,,,,
556,Joe Nieuwendyk*,35,TOT,C,81,25,33,58,0,22,6.7,19,6,0,6,20,13,0,189,13.2,1367,16:52,,,,,
747,Jozef Stumpel,29,TOT,C,81,8,50,58,22,18,5.4,7,1,0,3,43,7,0,100,8,1520,18:46,,,,,
315,Jan Hrdina,25,PIT,LW,79,24,33,57,-7,50,5.9,18,6,0,6,23,10,0,115,20.9,1568,19:51,,,,,
354,Paul Kariya*,27,MDA,RW,82,32,25,57,-15,28,6.5,21,11,0,8,11,14,0,289,11.1,1822,22:13,,,,,
518,Alexander Mogilny,32,TOR,RW,66,24,33,57,1,8,6.6,19,5,0,4,17,16,0,188,12.8,1164,17:38,,,,,
862,Mike York,24,NYR,RW,69,18,39,57,8,16,5.5,16,2,0,5,26,13,0,188,9.6,1408,20:24,,,,,
59,Rob Blake*,32,COL,D,75,16,40,56,16,58,12.2,6,10,0,2,22,17,1,229,7,2068,3:35,,,,,
594,Yanic Perreault,30,MTL,C,82,27,29,56,-3,40,6.6,21,6,0,7,20,9,0,156,17.3,1377,16:47,,,,,
87,Rod Brind'Amour,31,CAR,C,81,23,32,55,3,40,5.6,16,5,2,5,22,9,1,162,14.2,1792,22:07,,,,,
433,Brian Leetch*,33,NYR,D,82,10,45,55,14,28,8.7,9,1,0,3,18,25,2,202,5,2121,1:52,,,,,
622,Vinny Prospal,26,TBL,C,81,18,37,55,-11,38,5.5,11,7,0,2,19,17,1,166,10.8,1419,17:31,,,,,
305,Bobby Holik,31,NJD,C,81,25,29,54,7,97,6.6,19,6,0,3,19,10,0,270,9.3,1434,17:42,,,,,
665,Cliff Ronning,36,TOT,LW,81,19,35,54,0,32,5.9,14,5,0,0,17,18,0,199,9.5,1357,16:45,,,,,
701,Teemu Selanne*,31,SJS,RW,82,29,25,54,-11,40,5.9,19,9,1,8,13,12,0,202,14.4,1392,16:58,,,,,
747,Jozef Stumpel,29,BOS,C,72,7,47,54,21,14,5.1,6,1,0,3,41,6,0,93,7.5,1339,18:36,,,,,
105,Kyle Calder,23,CHI,LW,81,17,36,53,8,47,5.4,11,6,0,3,28,8,0,133,12.8,1341,16:33,,,,,
647,Mike Ricci,30,SJS,C,79,19,34,53,9,44,5.6,12,5,2,0,24,7,3,115,16.5,1348,17:04,,,,,
32,Shawn Bates,26,NYI,LW,71,17,35,52,18,30,5.9,12,1,4,4,23,11,1,150,11.3,1332,18:45,,,,,
150,Ulf Dahlen,35,WSH,LW,69,23,29,52,-5,8,5.9,16,7,0,4,18,11,0,141,16.3,1114,16:09:00,,,,,
579,Sandis Ozolinsh,29,TOT,D,83,14,38,52,-7,58,8.9,11,3,0,1,24,14,0,172,8.1,2025,0:24,,,,,
644,Mikael Renberg,29,TOR,RW,71,14,38,52,11,36,5.6,10,4,0,3,31,7,0,130,10.8,1035,14:35,,,,,
147,Mariusz Czerkawski,29,NYI,RW,82,22,29,51,-8,48,5.3,16,6,0,6,18,11,0,169,13,1309,15:58,,,,,
388,Ilya Kovalchuk,18,ATL,LW,65,29,22,51,-19,28,6.1,22,7,0,4,14,8,0,184,15.8,1205,18:32,,,,,
429,John LeClair,32,PHI,LW,82,25,26,51,5,30,5.9,21,4,0,6,22,4,0,220,11.4,1435,17:30,,,,,
487,Dean McAmmond,28,CGY,LW,73,21,30,51,2,60,5.7,14,7,0,4,19,10,1,152,13.8,1382,18:56,,,,,
641,Robert Reichel,30,TOR,C,78,20,31,51,7,26,5.7,19,1,0,3,22,7,2,152,13.2,1184,15:11,,,,,
110,Andrew Cassels,32,VAN,C,53,11,39,50,5,22,5,4,7,0,1,22,17,0,64,17.2,925,17:27,,,,,
279,Martin Havlat,20,OTT,LW,72,22,28,50,-7,66,5.8,13,9,0,6,18,10,0,145,15.2,1063,14:46,,,,,
415,Robert Lang,31,PIT,C,62,18,32,50,9,16,5.4,12,5,1,3,21,11,0,175,10.3,1422,22:56,,,,,
657,Luc Robitaille*,35,DET,LW,81,30,20,50,-2,38,6.4,17,13,0,5,12,8,0,190,15.8,1203,14:51,,,,,
728,Ryan Smyth,25,EDM,LW,61,15,35,50,7,48,5.5,7,7,1,5,26,9,0,150,10,1187,19:27,,,,,
839,Todd White,26,OTT,C,81,20,30,50,12,24,5.6,16,4,0,1,23,7,0,147,13.6,1487,18:22,,,,,
98,Pavel Bure*,30,FLA,RW,56,22,27,49,-14,56,4.9,12,9,1,1,15,12,0,238,9.2,1416,1:18,,,,,
174,Shane Doan,25,PHX,RW,81,20,29,49,11,61,5.2,14,6,0,2,23,6,0,205,9.8,1471,18:10:00,,,,,
437,Jere Lehtinen,28,DAL,RW,73,25,24,49,27,14,6.7,17,7,1,4,18,5,1,198,12.6,1448,19:50,,,,,
527,Aleksey Morozov,24,PIT,LW,72,20,29,49,-7,16,5.2,13,7,0,3,19,9,1,162,12.3,1203,16:42,,,,,
665,Cliff Ronning,36,NSH,LW,67,18,31,49,0,24,5.6,14,4,0,0,14,17,0,164,11,1121,16:44,,,,,
831,Doug Weight,31,STL,C,61,15,34,49,20,40,5.7,12,3,0,1,22,12,0,131,11.5,1208,19:48,,,,,
29,Stu Barnes,31,BUF,C,68,17,31,48,6,26,5.5,12,5,0,4,18,10,3,127,13.4,1263,18:35,,,,,
143,Matt Cullen,25,MDA,C,79,18,30,48,-1,24,5.3,14,3,1,4,21,8,1,164,11,1344,17:01,,,,,
246,Scott Gomez,22,NJD,C,76,10,38,48,-4,36,4.1,9,1,0,1,25,13,0,156,6.4,1274,16:46,,,,,
344,Ed Jovanovski,25,VAN,D,82,17,31,48,-7,101,7.9,9,7,1,3,13,18,0,202,8.4,2065,1:11,,,,,
565,Teppo Numminen,33,PHX,D,76,13,35,48,13,20,9,9,4,0,6,13,20,2,117,11.1,1813,23:51,,,,,
617,Keith Primeau,30,PHI,C,75,19,29,48,-3,128,4.8,14,5,0,3,24,4,1,151,12.6,1350,18:00,,,,,
655,Gary Roberts,35,TOR,LW,69,21,27,48,-4,63,5,13,6,2,2,19,8,0,122,17.2,1199,17:23,,,,,
764,Petr Sykora,25,NJD,RW,73,21,27,48,12,44,5.9,17,4,0,4,21,6,0,194,10.8,1303,17:51,,,,,
768,Alex Tanguay,22,COL,LW,70,13,35,48,8,36,5,6,7,0,2,23,12,0,90,14.4,1284,18:20,,,,,
865,Steve Yzerman*,36,DET,C,52,13,35,48,11,18,5.1,7,5,1,5,17,17,1,104,12.5,1070,20:35,,,,,
302,Jonas Hoglund,29,TOR,LW,82,13,34,47,11,26,4.5,11,1,1,4,29,5,0,199,6.5,1277,15:34,,,,,
556,Joe Nieuwendyk*,35,DAL,C,67,23,24,47,-2,18,5.6,17,6,0,5,14,10,0,157,14.6,1138,16:59,,,,,
620,Chris Pronger*,27,STL,D,78,7,40,47,23,120,10.4,2,4,1,3,16,24,0,204,3.4,2299,5:28,,,,,
630,Brian Rafalski,28,NJD,D,76,7,40,47,15,18,9.4,5,2,0,4,23,17,0,125,5.6,1682,22:08,,,,,
798,Pierre Turgeon,32,DAL,C,66,15,32,47,-4,16,4.7,8,7,0,1,19,13,0,121,12.4,1090,16:31,,,,,
33,Bates Battaglia,26,CAR,LW,82,21,25,46,-6,44,4.5,15,5,1,2,21,4,0,167,12.6,1565,19:05,,,,,
185,Chris Drury,25,COL,LW,82,21,25,46,1,38,5.1,16,5,0,6,14,10,1,236,8.9,1471,17:57,,,,,
458,Al MacInnis*,38,STL,D,71,11,35,46,3,52,8.6,5,6,0,4,19,16,0,231,4.8,1912,2:56,,,,,
494,Shawn McEachern,32,OTT,LW,80,15,31,46,9,52,4.6,10,5,0,3,25,6,0,196,7.7,1413,17:40,,,,,
547,Petr Nedved,30,NYR,C,78,21,25,46,-8,36,3.8,14,6,1,3,17,7,1,175,12,1510,19:22,,,,,
642,Steve Reinprecht,25,COL,C,67,19,27,46,14,18,6,15,4,0,3,14,10,3,111,17.1,1107,16:32,,,,,
17,Jason Arnott,27,TOT,C,73,25,20,45,2,65,5.7,15,10,0,3,15,5,0,197,12.7,1267,17:21,,,,,
131,Tim Connolly,20,BUF,C,82,10,35,45,4,34,4.1,7,3,0,3,21,14,0,126,7.9,1391,16:58,,,,,
268,Michal Handzus,24,PHX,C,79,15,30,45,-8,34,3.8,11,3,1,1,21,9,0,94,16,1276,16:09,,,,,
321,Kristian Huselius,23,FLA,LW,79,23,22,45,-4,14,5.1,16,6,1,3,13,8,1,169,13.6,1336,16:55,,,,,
742,Cory Stillman,28,STL,LW,80,23,22,45,8,36,5.7,17,6,0,4,14,8,0,140,16.4,1204,15:03,,,,,
95,Sergei Brylin,28,NJD,LW,76,16,28,44,21,10,5.3,11,5,0,3,26,2,0,133,12,1306,17:11,,,,,
188,J.P. Dumont,23,BUF,LW,76,23,21,44,-10,42,5.2,16,7,0,3,15,6,0,154,14.9,1157,15:14,,,,,
288,Milan Hejduk,25,COL,RW,62,21,23,44,0,24,5.2,13,7,1,5,12,11,0,139,15.1,1252,20:11,,,,,
316,Tony Hrkac,35,ATL,LW,80,18,26,44,-12,12,4,12,5,1,2,15,11,0,101,17.8,1398,17:29,,,,,
336,Greg Johnson,30,NSH,C,82,18,26,44,-14,38,3.7,15,3,0,2,16,8,2,145,12.4,1605,19:34,,,,,
430,Mike Leclerc,25,MDA,LW,82,20,24,44,-12,107,4.5,12,8,0,4,18,6,0,178,11.2,1425,17:23,,,,,
475,Patrick Marleau,22,SJS,C,79,21,23,44,9,40,5.3,18,3,0,5,18,5,0,121,17.4,1111,14:04,,,,,
557,Janne Niinimaa,26,EDM,D,81,5,39,44,13,80,9.2,4,1,0,2,18,18,3,119,4.2,2108,2:02,,,,,
867,Richard Zednik,26,MTL,RW,82,22,22,44,-3,59,4.6,18,4,0,3,16,6,0,249,8.8,1448,17:39,,,,,
872,Sergei Zubov*,31,DAL,D,80,12,32,44,-4,22,8.1,4,8,0,2,14,18,0,198,6.1,2142,26:46:00,,,,,
180,Jim Dowd,33,MIN,C,82,13,30,43,-14,54,3.5,8,5,0,1,13,17,0,111,11.7,1276,15:34,,,,,
230,Jeff Friesen,25,MDA,RW,81,17,26,43,-1,44,4.5,15,1,1,0,15,10,1,161,10.6,1457,17:59,,,,,
424,Igor Larionov*,41,DET,C,70,11,32,43,-5,50,3.8,7,4,0,1,15,17,0,50,22,1012,14:28,,,,,
488,Bryan McCabe,26,TOR,D,82,17,26,43,16,129,9.1,9,8,0,1,12,14,0,157,10.8,2015,0:34,,,,,
707,Mike Sillinger,30,CBJ,C,80,20,23,43,-35,54,3.2,12,8,0,5,15,8,0,150,13.3,1668,20:51,,,,,
873,Dainius Zubrus,23,WSH,RW,71,17,26,43,5,38,4.3,13,4,0,3,19,7,0,138,12.3,1339,18:52,,,,,
15,Denis Arkhipov,22,NSH,C,82,20,22,42,-18,16,4,13,7,0,6,16,6,0,118,16.9,1289,15:43,,,,,
376,Espen Knutsen,30,CBJ,RW,77,11,31,42,-28,47,2.6,4,5,2,1,15,15,1,102,10.8,1559,20:15,,,,,
517,Jaroslav Modry,30,LAK,D,80,4,38,42,-4,65,7,0,4,0,0,15,23,0,119,3.4,1561,19:31,,,,,
540,Ladislav Nagy,22,PHX,LW,74,23,19,42,6,50,5.3,18,5,0,5,17,2,0,187,12.3,1115,15:04,,,,,
779,Scott Thornton,31,SJS,LW,77,26,16,42,11,116,5.9,20,6,0,5,14,2,0,144,18.1,1041,13:31,,,,,
782,Kimmo Timonen,26,NSH,D,82,13,29,42,2,28,8.8,4,9,0,1,13,15,1,154,8.4,1984,24:12:00,,,,,
17,Jason Arnott,27,NJD,C,63,22,19,41,3,59,5.3,14,8,0,1,14,5,0,169,13,1085,17:13,,,,,
241,Doug Gilmour*,38,MTL,C,70,10,31,41,-7,48,3.1,5,5,0,2,24,7,0,78,12.8,1306,18:39,,,,,
274,Scott Hartnell,19,NSH,RW,75,14,27,41,5,111,4.2,11,3,0,4,21,6,0,162,8.6,1273,16:58,,,,,
340,Kim Johnsson,25,PHI,D,82,11,30,41,12,42,8.2,6,5,0,1,16,14,0,150,7.3,1889,23:02,,,,,
438,Claude Lemieux,36,PHX,RW,82,16,25,41,-5,70,3.4,11,4,1,3,15,9,1,174,9.2,1411,17:12,,,,,
504,Scott Mellanby,35,STL,RW,64,15,26,41,-5,93,4.2,7,8,0,2,16,10,0,137,10.9,1003,15:40,,,,,
598,Oleg Petrov,30,MTL,LW,75,24,17,41,-4,12,4.5,20,3,1,6,14,3,0,152,15.8,1421,18:56,,,,,
688,Brian Savage,30,TOT,LW,77,20,21,41,-13,38,3.8,11,9,0,4,14,7,0,164,12.2,1306,16:58,,,,,
748,Marco Sturm,23,SJS,LW,77,21,20,41,23,32,5.4,14,4,3,5,18,2,0,174,12.1,1205,15:39,,,,,
863,Scott Young,34,STL,RW,67,19,22,41,11,26,4.9,14,5,0,1,16,6,0,210,9,1240,18:31,,,,,
4,Maxim Afinogenov,22,BUF,RW,81,21,19,40,-9,69,4.4,17,3,1,0,14,5,0,234,9,1245,15:22,,,,,
128,Erik Cole,23,CAR,RW,81,16,24,40,-10,35,3.5,13,3,0,2,21,3,0,159,10.1,1301,16:04,,,,,
283,Jochen Hecht,24,EDM,LW,82,16,24,40,4,60,4.3,11,5,0,3,20,4,0,211,7.6,1230,15:00,,,,,
422,Martin Lapointe,28,BOS,RW,68,17,23,40,12,101,4.6,13,4,0,2,19,4,0,141,12.1,1180,17:22,,,,,
844,Justin Williams,20,PHI,RW,75,17,23,40,11,32,4.7,17,0,0,1,21,1,1,162,10.5,1084,14:27,,,,,
18,Magnus Arvedson,30,OTT,LW,74,12,27,39,27,35,4.4,12,0,0,1,21,2,4,121,9.9,1312,17:44,,,,,
114,Chris Chelios*,40,DET,D,79,6,33,39,40,126,10,5,1,0,1,24,6,3,128,4.7,1999,1:18,,,,,
251,Chris Gratton,26,BUF,C,82,15,24,39,0,75,4.1,14,1,0,5,19,5,0,139,10.8,1226,14:57,,,,,
314,Phil Housley*,37,CHI,D,80,15,24,39,-3,34,7.1,7,8,0,6,10,14,0,218,6.9,1741,21:46,,,,,
347,Tomas Kaberle,23,TOR,D,69,10,29,39,5,2,6.8,5,5,0,3,12,15,2,85,11.8,1725,1:00,,,,,
753,Niklas Sundstrom,26,SJS,RW,73,9,30,39,7,50,3.3,8,0,1,0,21,7,2,74,12.2,1164,15:57,,,,,
871,Sergei Zholtok,29,MIN,C,73,19,20,39,-10,28,4,9,10,0,2,12,8,0,146,13,1173,16:04,,,,,
13,Dave Andreychuk*,38,TBL,LW,82,21,17,38,-12,109,4,11,9,1,5,7,9,1,161,13,1347,16:26,,,,,
165,Andy Delmore,25,NSH,D,73,16,22,38,-13,22,6.8,5,11,0,3,13,8,1,175,9.1,1436,19:40,,,,,
324,Brad Isbister,24,NYI,LW,79,17,21,38,1,113,3.9,13,4,0,2,19,2,0,142,12,1209,15:18,,,,,
407,Oleg Kvasha,23,NYI,LW,71,13,25,38,-4,80,3.6,11,2,0,3,17,7,1,119,10.9,1008,14:12,,,,,
671,Martin Rucinsky,30,TOT,LW,75,11,27,38,8,42,3.6,8,3,0,2,21,6,0,128,8.6,1153,15:23,,,,,
726,Bryan Smolinski,30,LAK,C,80,13,25,38,7,56,3.5,8,4,1,0,14,8,3,187,7,1551,19:23,,,,,
90,Curtis Brown,25,BUF,C,82,20,17,37,-4,32,3.9,15,4,1,5,13,3,1,171,11.7,1460,17:48,,,,,
191,Radek Dvorak,24,NYR,RW,65,17,20,37,-20,14,2.3,11,3,3,1,11,9,0,210,8.1,1283,19:44,,,,,
217,Ray Ferraro,37,TOT,C,76,14,23,37,-30,74,2.4,10,4,0,1,16,7,0,99,14.1,1187,15:37,,,,,
267,Roman Hamrlik,27,NYI,D,70,11,26,37,7,78,7,6,4,1,1,11,12,3,169,6.5,1787,1:32,,,,,
428,Vincent Lecavalier,21,TBL,C,76,20,17,37,-18,61,3.6,15,5,0,3,8,9,0,164,12.2,1303,17:09,,,,,
446,Trevor Linden,31,TOT,C,80,13,24,37,-5,71,2.4,10,3,0,2,18,6,0,141,9.2,1498,18:43,,,,,
658,Randy Robitaille,26,TOT,RW,58,14,23,37,-23,33,3,9,5,0,1,14,9,0,121,11.6,957,16:30,,,,,
345,Joe Juneau,34,MTL,C,70,8,28,36,-3,10,2.5,7,1,0,1,21,5,2,96,8.3,1303,18:37,,,,,
474,Danny Markov,25,PHX,D,72,6,30,36,-7,67,5.2,2,4,0,1,14,15,1,103,5.8,1650,22:55,,,,,
558,Andrei Nikolishin,28,WSH,C,80,13,23,36,-1,40,2.7,12,1,0,0,20,3,0,143,9.1,1391,17:23,,,,,
574,Mattias Ohlund,25,VAN,D,81,10,26,36,16,56,7.7,5,4,1,3,15,11,0,193,5.2,2048,1:17,,,,,
578,Vladimir Orszagh,24,NSH,RW,79,15,21,36,-15,56,3,10,5,0,3,14,7,0,113,13.3,1269,16:04,,,,,
699,Henrik Sedin,21,VAN,C,82,16,20,36,9,36,4,13,3,0,1,14,6,0,78,20.5,1050,12:48,,,,,
158,Pavel Datsyuk,23,DET,C,70,11,24,35,4,4,3.4,9,2,0,1,15,9,0,79,13.9,955,13:39:00,,,,,
530,Brenden Morrow,23,DAL,LW,72,17,18,35,12,109,4.1,13,4,0,3,16,2,0,102,16.7,1215,16:52,,,,,
735,Martin St. Louis*,26,TBL,RW,53,16,19,35,4,20,4.3,9,6,1,2,16,2,1,105,15.2,990,18:41,,,,,
21,Adrian Aucoin,28,NYI,D,81,12,22,34,23,62,8.5,5,7,0,1,8,12,2,232,5.2,2340,4:54,,,,,
127,Ben Clymer,23,TBL,RW,81,14,20,34,-10,36,2.8,10,4,0,2,14,6,0,151,9.3,1412,17:26,,,,,
254,Travis Green,31,TOR,RW,82,11,23,34,13,61,3.1,8,3,0,2,19,4,0,119,9.2,1191,14:32,,,,,
401,Pavel Kubina,24,TBL,D,82,11,23,34,-22,106,6.3,4,5,2,3,10,13,0,189,5.8,1940,23:39,,,,,
446,Trevor Linden,31,VAN,C,64,12,22,34,-3,65,2.5,10,2,0,2,17,5,0,122,9.8,1240,19:23,,,,,
471,Todd Marchant,28,EDM,C,82,12,22,34,7,41,3.1,9,0,3,1,17,1,4,124,9.7,1392,16:58,,,,,
528,Derek Morris,23,CGY,D,61,4,30,34,-4,88,5.6,2,2,0,1,10,19,1,166,2.4,1505,0:40,,,,,
638,Wade Redden,24,OTT,D,79,9,25,34,22,48,8.2,4,4,1,1,15,9,1,156,5.8,1983,1:06,,,,,
870,Alexei Zhitnik,29,BUF,D,82,1,33,34,-1,80,6.5,0,1,0,0,18,15,0,150,0.7,2100,25:36:00,,,,,
88,Patrice Brisebois,31,MTL,D,71,4,29,33,9,25,6.8,1,2,1,1,17,12,0,95,4.2,1696,23:53,,,,,
133,Matt Cooke,23,VAN,LW,82,13,20,33,4,111,2.9,12,1,0,2,19,0,1,103,12.6,1153,14:03,,,,,
